raw,conf,x1,y1,x2,y2
Impact on earnings:,0.8067622762858595,1568,0,1984,50
positive,0.6556196315552036,2047,0,2222,52
+5%,0.9816535881088985,459,51,553,95
+12%,0.9974568486213684,671,51,791,95
+41%,0.994999349117279,885,51,1003,95
+40%,0.999298095703125,1107,51,1227,95
+9%,0.9959474166435137,1338,48,1434,96
negative,0.9835374838976622,2050,50,2232,102
"2,393",0.6994932904686075,218,130,336,180
158,0.999839156503591,901,149,981,193
45,0.9999973868963923,1135,139,1191,183
190,0.9999972469798912,1343,145,1423,189
23,0.9999995785315409,1575,155,1631,197
90,0.9999796009862606,1799,161,1849,197
"2,622",0.999953351858452,2206,110,2326,165
One-time,0.9113524522449379,3,191,185,235
194,0.5597397089004517,458,172,542,220
101,0.9423542022705078,681,161,759,205
12,0.9999871873820939,2019,163,2073,205
(TUu),0.34494755081333567,2212,182,2324,234
One-time,0.9999360202361769,2363,175,2545,219
(124),0.7246851137304894,222,196,334,248
items,0.9989790666926531,2395,223,2511,265
items,0.9426938415052236,35,241,149,283
"2,269",0.9999970145266341,219,291,336,344
"2,522",0.9999974410228937,2208,284,2326,334
4Q23 net,0.6335031605496501,189,445,369,489
Net,0.9999922915462542,465,445,537,487
Fee,0.9999996558724309,677,445,753,487
Treasury,0.8929469010327675,852,441,1033,497
Markets,0.9301550847526802,1085,445,1241,487
Expenses,0.9999963332213949,1291,443,1486,496
GP,0.9999189947181572,1571,445,1635,485
SP,0.9998231564039185,1793,445,1855,485
Tax and,0.9832960831864113,1969,445,2125,487
4Q24 net,0.8990119239015273,2179,445,2357,487
profit,0.9999951332984718,219,489,338,543
interest,0.9999676310033457,421,493,577,535
income,0.9999074968515249,645,493,795,535
customer,0.9999843213214425,847,493,1037,535
trading,0.6479882510278389,1083,484,1237,546
others,0.9966489729936583,1979,493,2111,535
profit,0.9999857892166161,2208,488,2328,543
income,0.9995362280925436,425,541,573,583
sales &,0.8799000879079314,867,541,1015,585
income,0.9835326921156746,1087,541,1237,583
other income,0.9991502961479977,811,588,1071,631
DBS,0.9922023687878707,191,591,359,671
