raw,conf,x1,y1,x2,y2
(SSm),0.9995126608524004,155,27,289,87
FY24,0.9980278015136719,949,28,1062,80
YoY %,0.9987590133424972,1118,32,1258,80
Total income,0.6940113500904603,159,101,427,145
record,0.9999858865509033,760,86,886,126
"22,297",0.881619855892143,934,100,1074,148
10,0.9999958696113443,1159,101,1215,143
Commercial book total income up 10% from,0.9866536088236018,1359,93,2259,148
Commercial book,0.9602387998621938,183,155,550,204
"21,375",0.9999941599575274,934,157,1076,207
10,0.9999989884757856,1161,159,1215,201
"higher NIM and balance sheet growth, record",0.6341180938844738,1360,148,2284,202
Markets_trading__,0.5673395563610029,184,207,512,269
922,0.9999949069135972,965,213,1045,257
27,1.0,1159,215,1211,257
fees and treasury customer sales,0.810770694407844,1358,201,2046,256
Expenses,0.8629685370497412,159,271,366,325
"8,895",0.9999997334399208,946,270,1064,320
10,0.6425460064893337,1161,271,1215,315
Markets trading income up 27%,0.9325761766494328,1362,271,2010,326
record,0.9999856432151814,760,312,886,352
Profit before allowances,0.7655377994710343,160,326,662,374
"13,402",0.8662709563197135,935,325,1074,377
11,0.9996784346911624,1161,329,1209,371
"Expenses up 10%, Citi Taiwan accounts for",0.6175132673080387,1360,336,2247,400
Allowances,0.9999624153940776,159,383,402,432
622,0.999998279362313,965,385,1045,427
5,0.9999945163801982,1174,388,1204,426
3%pt,0.8957898020744324,1358,394,1474,449
record,0.999991191266332,760,423,886,463
Net profit,0.581809255373369,157,435,363,496
"11,408",0.9659748323251821,936,442,1074,492
11,0.9997403009974639,1161,443,1209,485
SP at,0.9673387935398959,1361,467,1477,511
GP of S63m,0.8749476977407714,1602,464,1844,514
Reported net profit,0.9780480434705163,160,499,556,555
record,0.9999724701262255,761,501,887,539
"11,289",0.9999971286467422,936,502,1074,552
12,0.9672245821287495,1159,503,1215,545
Impact on earnings:,0.674712858868022,1562,567,1978,620
positive,0.7575575605412945,2042,561,2218,624
+5%,0.9161730154634167,452,620,550,668
+23%,0.5432032689082437,665,617,788,668
+21%,0.9993089437484741,878,620,1000,668
+27%,0.8085912256364783,1102,620,1222,668
+10%,0.999670147895813,1320,620,1442,668
negative,0.9304541291670897,2045,617,2226,673
"11,408",0.9999768344530905,2193,675,2332,729
"10,286",0.9957839041859131,204,702,344,754
784,0.842083045234944,674,726,758,774
379,0.8998110890388489,895,717,977,761
197,0.9998055016277357,1117,709,1197,753
839,0.614041268825531,1337,717,1417,761
15,0.9996079725256813,1573,727,1627,769
47,0.8374353567497158,1793,727,1845,769
124,0.7920026183128357,2003,729,2081,773
757,0.9862558245658875,455,745,533,789
(119),0.15149511300219634,2206,750,2316,802
One-time,0.7920969109894429,2358,744,2540,788
One-time,0.8675844796965225,1,769,184,820
(224),0.5307591917652072,216,770,330,822
items,0.9996038824671902,2391,793,2505,837
items,0.9994702219404019,33,821,149,863
"10,062",0.87319731696659,203,862,344,917
"11,289",0.9926638324667861,2194,852,2330,904
FY23 Net,0.9990511073388224,183,1015,365,1057
Net,0.999993943357101,461,1017,533,1057
Fee,0.7912428975105286,673,1017,749,1057
Treasury,0.9999907698225313,846,1013,1027,1066
Markets,0.9999973867000719,1079,1017,1237,1059
Expenses,0.9999881585088494,1285,1015,1482,1067
GP,0.9998985518797237,1567,1015,1631,1057
SP,0.9998728031806883,1789,1015,1849,1057
Tax and,0.7610631770466912,1963,1014,2120,1059
FY24 Net,0.9986234933693596,2173,1015,2353,1057
interest,0.9998473392878654,417,1063,573,1107
income,0.9995869927642042,638,1064,789,1108
customer,0.9999718878883678,841,1063,1033,1107
trading,0.9999994593174372,1080,1058,1231,1115
others,0.9997751580255205,1975,1065,2105,1107
profit,0.7643936549029019,2203,1059,2322,1115
income,0.9968914518995915,418,1112,569,1156
sales &,0.8048338664892619,861,1113,1009,1155
income,0.9738961170547026,1082,1112,1232,1154
DRC,0.9928887654857885,186,1166,352,1221
other income,0.9990614259178406,807,1159,1067,1203
"13bp,",0.9744327228519232,1481,456,1595,524
profit,0.9999902665916206,215,1068,331,1105
