raw,conf,x1,y1,x2,y2
(SSm),0.9998397425671469,45,35,181,95
"6,476",0.9999976542710154,511,50,631,105
"6,527",0.8813578046281221,806,48,922,98
"6,550",0.9999644408113718,1102,44,1220,96
"6,514",0.9956735889975027,1692,50,1810,100
"6,323",0.9944504929261321,1395,66,1515,121
GP,0.9999255311638199,51,295,117,337
"3,896",0.9999993069437767,512,306,630,360
"3,927",0.9997982707587778,808,304,924,356
"3,981",0.999997707583045,1102,304,1216,356
"3,969",0.9999981873912962,1692,308,1810,360
Allowance coverage,0.8360621695260866,1920,302,2336,356
"3,955",0.9999906703922385,1398,326,1516,378
comfortably above,0.9958059409575588,1914,349,2307,413
100% and exceeds,0.9751565259993586,1918,414,2304,462
200% after considering,0.9975005853209394,1915,461,2396,527
collateral,0.9999743656536807,1916,525,2114,573
SP,0.9998345354825217,49,645,113,689
"2,580",0.8026168611730666,512,650,628,702
"2,600",0.9999470076913598,808,648,924,700
"2,569",0.8809790780943455,1102,650,1218,702
"2,368",0.8681598854339754,1394,658,1515,713
"2,545",0.9999973877108624,1692,652,1810,702
Dec 23,0.9985629829619986,499,843,641,885
Mar 24,0.9982232129062074,797,843,937,885
Jun 24,0.9999922619420735,1085,840,1234,889
24,1.0,1473,843,1529,885
Dec 24,0.7176206391546086,1681,843,1827,885
Total allowance reserves as % of:,0.5220928106375691,94,912,782,962
NPA,0.9999780446928741,97,985,189,1027
128,0.9999998623489704,531,985,609,1029
125,0.9999997935234566,827,985,905,1029
129,0.9999993117448777,1121,985,1199,1029
135,0.8998777866363525,1417,985,1495,1029
129,0.9999986923153217,1713,985,1791,1029
Unsecured NPA,0.7689634459363427,96,1062,422,1110
226,0.9999995870469189,529,1063,609,1107
223,0.9999998623489704,825,1063,905,1107
227,0.5810971874519311,1121,1063,1197,1107
242,0.9999991052683532,1415,1063,1495,1107
226,0.9999995870469189,1713,1063,1793,1107
Sep,0.999983619545306,1385,835,1467,897
