raw,conf,x1,y1,x2,y2
(SSm),0.9999478606888923,30,22,164,78
"5,086",0.8057087244372546,952,49,1073,106
"1,315",0.7030061932009752,1962,74,2080,126
"1,271",0.4139192902164312,1534,85,1653,148
"1,264",0.9974399147521756,1750,98,1868,148
101,0.9999966963759913,973,123,1049,165
31,0.9009418580041123,1991,143,2043,185
"1,236",0.7370610919618783,2172,127,2291,184
18,0.5941206852951875,1569,163,1623,205
19,0.8193247445349725,1781,167,1835,209
"4,124",0.9999986138874967,620,190,738,240
"1,069",0.9999892309661262,1326,202,1442,254
33,0.6844327949956645,2203,185,2259,227
Investment,0.9999684847792004,32,234,268,282
banking,0.6621914859747602,29,268,208,334
125,0.9999991740938607,639,259,719,301
"2,183",0.9999907770163853,954,280,1072,330
29,0.8971809265824148,1357,271,1411,315
536,0.999999380570387,1557,307,1637,351
518,0.9999951133900054,1769,307,1847,351
609,0.9999909150374945,1979,309,2059,353
520,0.9999971093289124,2193,329,2271,373
Wealth,0.9999893905838221,33,345,180,395
management,0.9956637962995641,34,390,306,444
"1,505",0.9191257946875037,620,368,739,423
370,0.9979281425476074,1345,375,1425,419
Loan-related,0.7577590107492476,34,509,297,557
554,0.7580620050430298,639,517,719,559
644,0.999999380570387,973,479,1053,523
142,0.9999925668480367,1345,511,1425,553
185,0.9999990364428464,1556,494,1638,542
186,0.8011379837989807,1769,491,1847,535
146,0.9999993117448777,1981,507,2059,551
127,0.9989318251609802,2193,499,2269,541
Cards,0.9999943489245257,32,620,162,668
"1,044",0.9999964814062795,622,626,738,678
"1,240",0.9850860707125886,952,604,1073,661
311,0.999994838088129,1345,629,1419,673
301,0.9999961853027344,1557,623,1631,667
313,0.9999969716779362,1767,623,1847,667
302,0.9999998623489704,1981,627,2059,671
324,0.9999997246979434,2191,617,2273,661
Transaction,0.8996384565456266,32,728,282,776
services,0.9999632476683503,33,773,211,817
896,0.9999987611408254,637,763,719,807
918,0.9878735542297363,971,761,1053,805
217,0.5915886163711548,1345,769,1423,811
231,0.9998979568481445,1557,765,1633,807
228,0.9999998623489704,1767,765,1847,807
227,1.0,1979,767,2059,809
232,0.9552577137947083,2191,763,2271,807
FY23,0.9979625940322876,625,865,735,909
FY24,0.9889683723449707,959,865,1069,909
4Q23,0.5074839061107114,1326,864,1440,912
1Q24,0.9371787905693054,1540,864,1654,912
2024,0.8678109049797058,1750,864,1866,912
3024,0.898942232131958,1964,864,2078,912
4Q24,0.6633293998907656,2174,864,2290,912
YoY (%,0.9359020085933674,28,920,184,968
Total,0.9999743568819783,33,997,139,1041
12,0.9999993256504904,647,997,703,1039
23,0.9797652702532671,985,997,1041,1041
28,1.0,1351,997,1407,1041
47,1.0,1573,999,1625,1039
27,0.5170803527932203,1779,999,1833,1039
25,0.92632989021473,1993,999,2051,1041
16,0.9999997471189183,2201,997,2255,1041
Wealth management,0.8407267570899926,32,1061,456,1117
13,0.9999939308592087,647,1063,703,1107
45,0.9999983141264758,985,1065,1043,1105
41,0.9999985670074514,1357,1067,1407,1105
26,0.9999990727694587,1575,1063,1631,1107
37,0.8541700839996338,1781,1063,1833,1105
55,0.9999953638498115,1995,1065,2051,1107
41,0.9999995785315409,2201,1065,2251,1105
