raw,conf,x1,y1,x2,y2
Total income,0.9139097768863792,84,78,354,126
"4,995",0.5483947038123206,530,84,648,136
"1,199",0.9757176496878459,1228,53,1347,110
"1,204",0.9999148602842384,1504,54,1622,106
"1,170",0.9999711581507927,1777,70,1896,125
"1,144",0.999960389080257,2054,86,2170,136
(SSm),0.9997293838895351,81,127,215,187
"4,716",0.9917475588597873,823,115,942,168
Cash / SFS,0.9827236749560088,84,362,315,407
Trade,0.9999922697542988,84,638,206,682
FY23,0.9893979557157407,535,727,645,771
FY24,0.9984284043312073,829,727,939,771
1Q24,0.8056580467932469,1230,726,1346,774
2024,0.8284194469451904,1505,727,1619,771
3024,0.9281861186027527,1779,726,1893,770
4Q24,0.8637472987174988,2055,727,2167,771
(SSbn),0.9990947505696669,82,790,228,846
Trade assets,0.8017493949174089,84,882,352,930
44,0.4671274761868543,561,889,615,929
48,0.6067956465719423,849,887,905,931
46,0.999999915706304,1263,893,1319,935
47,0.9685852904638225,1535,893,1587,935
46,1.0,1805,893,1861,935
48,0.9993158369147566,2085,893,2141,935
Deposits,0.9999919077915237,84,956,272,1010
190,0.9999993117448777,547,957,627,1001
192,0.8980210423469543,839,957,917,1001
191,0.7044509053230286,1250,958,1326,1006
192,0.9999995870469189,1522,958,1602,1006
190,0.9999988299663297,1792,958,1874,1006
192,0.8098169979988652,2072,958,2154,1006
