raw,conf,x1,y1,x2,y2
(SSm),0.9984337080840713,38,35,174,97
"5,216",0.9999731840140172,940,43,1061,97
"1,325",0.8108558295932721,1508,49,1633,112
"1,295",0.9560397972957716,1730,63,1851,120
"1,358",0.9999977608950742,1952,46,2068,96
"4,425",0.998862263637303,619,116,739,169
"1,123",0.6011332531317009,1290,107,1411,164
"1,238",0.4844943165023297,2170,83,2291,140
"2,621",0.9999929094990383,942,196,1056,246
672,0.49487553164841735,1530,204,1612,252
661,0.9999946316117284,1751,215,1827,259
649,0.9999986234898187,1971,191,2049,235
639,0.7462595701217651,2190,228,2272,276
Net interest income,0.9690103776923034,45,267,447,311
"2,638",0.9999371982135624,620,268,738,320
683,0.9999991740938607,1311,279,1391,323
"2,595",0.9514848326374822,942,434,1060,486
654,0.999983757196036,1531,441,1611,483
633,0.9999992429193688,1751,443,1831,487
709,0.9999988299663297,1971,429,2049,473
599,0.9999935992298111,2191,449,2269,493
Non-interest income,0.9748119525307442,43,467,464,517
"1,786",0.9999838464440561,619,470,739,525
439,0.9999983481878129,1311,477,1391,521
FY23,0.9974629878997803,625,595,733,639
FY24,0.9973973631858826,947,595,1057,639
4Q23,0.49036480855274317,1295,595,1407,639
1Q24,0.9402002697524315,1515,595,1627,639
2024,0.5566329324547421,1735,594,1847,638
3024,0.559322942188208,1955,594,2067,638
4Q24,0.9255552291870117,2173,595,2287,639
YoY,0.8726492613517169,42,638,132,686
%,0.9945429115041406,151,641,197,685
Total income,0.9999292799522905,36,718,303,763
35,0.9999515469944185,649,719,705,761
18,0.4682110846042633,973,719,1027,761
22,0.9996606290995949,1323,719,1379,761
23,0.5007054129053689,1545,719,1601,761
19,0.8430436277596166,1763,717,1817,761
19,0.9225791438949641,1979,717,2033,761
10,0.9999989884757856,2205,719,2259,761
Non-interest income,0.7138294742321243,41,777,462,829
21,1.0,649,781,701,823
45,0.9999984827137908,973,781,1029,823
49,0.9999956167305686,1323,781,1377,823
48,0.9999998314126102,1547,781,1603,823
44,0.9999998314126102,1763,781,1819,823
52,0.9999728575374494,1979,779,2033,823
36,0.8158905237409584,2203,779,2259,823
(SSbn),0.9974097237284169,41,883,187,943
AUM,0.9999795588499129,44,957,144,1001
365,0.9981920719146729,637,955,717,999
426,0.5686309933662415,961,955,1041,999
365,0.9999750852584839,1313,955,1393,999
382,0.9351280927658081,1533,955,1613,999
396,0.788032054901123,1748,954,1830,1002
401,0.9999993117448777,1971,955,2045,999
426,0.9999998623489704,2191,955,2269,999
Earning assets,0.9988818341880483,41,1009,355,1074
415,0.9999985546643163,637,1025,717,1069
477,0.9476988911628723,961,1027,1039,1069
415,0.9999985546643163,1313,1025,1393,1069
433,1.0,1533,1025,1613,1069
447,0.7708423733711243,1751,1027,1827,1067
452,0.9999977975838318,1971,1025,2049,1069
477,0.9440029263496399,2191,1027,2267,1067
