raw,conf,x1,y1,x2,y2
(Sc per share),0.4676904624662637,71,45,369,105
222,0.9999995870469189,1731,95,1811,139
175,0.9999977975838318,1091,259,1171,303
60,0.9998548493393633,1743,245,1799,289
4Q,0.9552844263970602,69,399,135,443
136,0.9998149871826172,447,391,527,435
49,0.9999880243699254,1101,391,1157,433
54,0.54887977503881,1743,443,1799,485
38,0.999999915706304,459,503,515,547
3Q,0.4758010771016405,68,548,136,596
44,0.9999998314126102,1101,551,1157,593
33,0.638142466545105,459,625,515,669
54,0.9999989884757856,1743,629,1799,673
20,0.4606904825216974,68,694,136,742
44,0.9999998314126102,1103,701,1157,743
33,0.9999988198884456,459,739,515,781
54,0.9999984827137908,1743,815,1799,859
1Q,0.9304107659509303,71,835,135,879
33,0.6691998839378357,459,851,515,895
38,0.9994485215219986,1101,843,1157,885
2022,0.9999993443489075,435,955,539,999
2023,0.9999996423721313,1077,955,1181,999
2024,1.0,1719,955,1823,999
