raw,conf,x1,y1,x2,y2
45,0.9940114220108787,76,64,110,88
40,0.63374325665648,78,172,110,196
35,0.9999996628252286,76,282,108,306
30,0.9999990727694587,76,390,110,414
MmMMW,0.16695760590069061,690,320,1327,477
25,0.9946190311760795,78,498,108,524
20,0.9999971340155042,76,606,110,632
15,0.9999924135756967,78,714,108,740
10,0.999996375372952,78,824,108,848
2020,0.9999830722808838,232,1086,292,1112
2021,0.9999988079071045,520,1086,576,1112
2022,0.8275564015301363,806,1086,864,1112
2023,0.999998152256012,1094,1086,1154,1114
2024,1.0,1380,1086,1440,1112
mmwT,0.12098686397075653,422,454,706,462
O,0.05445704605904411,323,544,473,546
M,0.8292080035429059,209,600,371,670
