raw,conf,x1,y1,x2,y2
I5 YEARS,0.9205130546959742,492,495,934,600
of leading with excellence,0.9982228112976955,298,590,1126,695
Over the,0.9817800712023356,402,736,526,768
"15 years, DBS has undergone a",0.9733580728519705,593,732,1021,777
structural transformation that has enabled us to,0.8008706242864152,378,772,1046,804
deliver superior outcomes for the business and the,0.8465653079619133,359,804,1065,847
community: By being disciplined in executing,0.6347610897414147,399,835,1026,883
against our long-term strategy  DBS has,0.5643565073251199,434,871,990,920
"consistently created value, both financial and",0.6869497160392356,401,910,1025,951
"non-financial, for our stakeholders:",0.5836619528432959,468,945,957,983
past,0.8141707182991131,523,740,595,769
