raw,conf,x1,y1,x2,y2
80,0.9999588649236593,40,36,72,62
68,0.9999993256504904,196,62,228,88
70,0.9999871873820939,40,80,72,106
60,0.9999471482610469,40,124,72,150
25%,0.9279109446784048,186,126,238,152
48,0.9933947856905984,378,156,410,182
50,0.999928519693208,40,170,72,194
Covered bonds,0.7920236845601177,531,191,661,211
40,0.9999994942378553,40,214,72,238
29%,0.7787492275238037,186,210,238,236
27%,0.7259816522097944,368,210,420,236
Other debt securities,0.9999308411913694,530,218,714,245
30,0.9999985670074514,40,256,72,282
Negotiable certificates,0.9802954510803077,529,246,728,277
8%,0.7785365925057743,192,268,232,292
33%,0.7512686597991018,368,274,420,300
of deposits,0.9985050143036034,530,274,630,298
20,0.9999984827137908,40,302,72,326
Commercial papers,0.9484929871060945,529,301,702,328
23%,0.821455906889078,186,316,238,342
13%,0.9744035111666298,368,324,420,348
Senior medium term,0.8611909152523577,528,332,710,356
10,0.9999967125473989,40,344,72,370
70,0.32771975268366765,376,346,414,370
notes,0.9999287748485632,529,357,581,377
15%,0.8039643718016891,186,372,238,398
20%,0.9920306936116331,368,374,420,400
2024,0.999997174462734,184,418,242,444
2023,0.9999993443489075,364,420,424,448
