raw,conf,x1,y1,x2,y2
Deposits (SGD billion),0.7309032718364356,42,24,290,56
Constant-currency change,0.9115810156608145,534,20,840,58
562,0.9999980040603199,259,69,295,89
FD and others,0.7265577008488805,42,154,198,180
271,0.9996290802955627,258,156,296,180
+10,0.621879518032074,757,177,793,197
+3,0.9999822140762555,633,213,657,233
FCY Casa,0.9999207626244467,42,256,142,282
122,0.9964344501495361,258,256,296,280
SGD Casa,0.9563273793232399,40,328,148,354
169,0.9999940810080215,259,331,295,351
As at Dec 24,0.9264645306040492,218,396,334,420
1Q,0.9329749002395458,500,394,532,418
20,0.5184123726922389,628,394,660,420
3Q,0.40252921660849034,772,394,804,418
4Q,0.8959052049685776,900,394,932,418
2024,0.6846361675880323,683,427,731,447
