raw,conf,x1,y1,x2,y2
LTV band,0.9977190993705731,40,14,150,40
Singapore,0.9999626871443061,226,14,345,52
Hong,0.9999697208404541,487,17,552,48
Rest of,0.9949974179337533,748,16,830,42
South and,0.9775330575012415,1006,16,1124,42
Rest of,0.7384363817098001,1268,16,1350,42
Greater China,0.9999954373379188,748,46,906,74
Southeast Asia,0.9866562433270993,1006,48,1176,74
the World,0.9830754590839428,1266,48,1382,74
Up to 50%,0.9278635892807812,80,116,196,146
54.3%,0.9446436862547847,400,116,470,142
68.3%,0.5098315593045198,650,116,720,142
67.2%,0.9739065195638061,914,116,984,142
18.8%,0.853104728738003,1064,116,1134,142
35.1%,0.9851943082166568,1376,116,1446,142
51% to 80%,0.9702256502399048,64,168,196,194
36.8%,0.6521553109598307,342,170,414,196
22.7%,0.551905286186259,548,170,618,196
20.7%,0.7905742166613479,794,170,866,196
25.3%,0.7612416806855263,1084,170,1154,196
59.7%,0.5385681528542593,1450,170,1520,196
81% to 100%,0.9856575273137648,52,222,196,248
5.5%,0.5652819871902466,240,226,298,252
6.3%,0.6531422003303555,498,226,556,252
1.3%,0.8476109302767656,746,226,804,252
16.7%,0.9108793950158091,1058,226,1126,252
5.2%,0.7557446956634521,1278,226,1334,252
Partially,0.9999945958382391,102,266,196,294
3.4%,0.6639730334281921,234,278,292,304
2.8%,0.5486742887654187,490,278,548,304
10.7%,0.7629251122942765,770,278,838,304
39.2%,0.4084869662538327,1132,278,1202,304
0.0%,0.9801864624023438,1260,278,1318,304
Collateralised,0.999304589229915,42,288,196,314
Kong,0.9999763369560242,553,13,609,49
