raw,conf,x1,y1,x2,y2
DBS,0.9983028870246136,373,73,536,152
"Live more,",0.6848595597648596,577,75,953,161
Ik },0.3080938258324204,687,163,783,207
less,0.9953823685646057,818,145,968,221
OiS,0.1649885626928901,169,329,219,345
URS,0.09800156315158767,329,329,365,345
di,0.06290072024790415,607,333,657,349
GiirS,0.14139474103360056,897,333,945,349
BiiS,0.10240072011947632,1171,325,1225,345
BIS,0.39945627194272265,1333,331,1387,351
ols,0.3594824874945047,1475,327,1529,347
n,0.1169782750059909,97,409,147,425
EhS,0.13192724105931974,239,407,291,427
ns,0.12918599704306763,385,407,437,427
dips,0.03260939195752144,535,407,587,425
civs,0.1458466500043869,681,407,731,423
Dss,0.28174315967570607,821,405,875,425
nns,0.3771405996788796,1101,405,1155,425
cnrs,0.38895460963249207,1262,412,1316,436
aDrs,0.26750463247299194,1407,417,1457,433
Eirs,0.2316969484090805,165,485,221,505
BiS,0.27326642785026084,459,481,513,501
Nbls,0.14149044454097748,605,481,659,501
OuS,0.08860777319116793,897,485,947,501
BuXS,0.031105000525712967,1033,485,1083,503
EDFs,0.12149710272929776,1474,500,1530,524
@i)s,0.1808595508337021,93,567,147,587
EieS,0.1334819197654724,533,557,587,575
ahls,0.060613274574279785,965,559,1015,579
Cins,0.04167107492685318,1103,565,1153,583
Buis,0.16778291761875153,1035,639,1085,659
Tan Su Shan,0.5208439585645308,215,673,283,687
deout,0.011517866624968062,230,686,264,694
Pivush Gupl,0.40030450935513,703,685,783,699
Chlof Errcutivu Ollicce,0.02988633497378805,193,693,303,707
Chlot Fnt,0.2892657897429965,1187,701,1237,715
cnno,0.2855199873447418,1205,690,1235,705
