raw,conf,x1,y1,x2,y2
3.59,0.4146750315217946,394,34,452,60
1.9%,0.9080957174301147,560,36,616,60
0.3%,0.9088645515269063,714,104,774,130
-1.0%,0.5250100899818542,872,106,938,132
-0.2%,0.7342373386323136,1032,150,1098,176
-0.4%,0.8642122305855836,1194,160,1260,184
17.0%,0.9727528945019928,1352,176,1422,202
2.1%,0.8477743859342861,234,196,292,220
14.6%,0.9309130814304354,68,292,138,318
Dec 2023,0.8086051386987353,61,911,143,931
Basel III,0.8524506817512371,227,911,301,931
Profit for,0.9919487723324876,382,910,468,934
Dividends,0.9913955429031441,540,911,628,931
Other CETI,0.8927730647362305,695,911,793,931
Credit RWA,0.9998565448999277,857,911,957,931
Market RWA,0.9959211928740003,1013,911,1121,931
Operational,0.9999657819231711,1174,910,1284,934
Dec 2024,0.6869368795789759,1351,911,1433,931
CETI,0.5168675184249878,78,932,124,956
reforms impact,0.8813540133513809,194,932,334,958
the year,0.9835917578635116,386,932,464,958
paid to,0.9910575496056874,548,931,618,958
movements,0.9998656466178674,693,935,797,955
RWA(2),0.6804510707446263,1198,929,1259,956
CETI,0.5923131704330444,1368,932,1414,956
(attributable to,0.8530058146427207,353,953,494,980
Shareholders,0.9998995110513301,514,954,646,978
Shareholders),0.9999518597667174,362,978,488,1002
