raw,conf,x1,y1,x2,y2
LTV band,0.9997577277578779,26,22,138,50
Singapore,0.9999857743075209,212,22,331,60
Hong Kong,0.9937024055917646,475,22,602,58
Rest of,0.7422061553324932,734,24,818,50
South and,0.8838381655971632,992,24,1112,50
Rest of,0.6669065986116459,1254,24,1338,50
Greater China,0.9999675660387773,734,56,894,82
Southeast Asia,0.9907429910662623,992,56,1162,82
the World,0.9755435778855934,1252,54,1368,82
Up to 50%,0.8360998357862328,68,124,184,152
54.9%,0.7771317864001662,388,128,458,154
69.6%,0.9825627949897725,640,128,710,154
69.8%,0.9726242058592368,902,128,974,154
26.8%,0.9865356514088396,1076,126,1146,154
33.3%,0.7700789004711056,1342,128,1414,154
51% to 80%,0.7816565109249906,52,176,184,202
37.8%,0.5557605631573114,330,180,400,206
22.5%,0.8408761476712248,544,180,614,206
11.1%,0.9457294421912753,756,180,826,206
36.0%,0.8836565595000074,1106,180,1176,206
65.9%,0.7067214442434586,1438,180,1508,206
81% to 100%,0.9859494621717507,38,230,184,256
3.1%,0.978409469127655,220,236,278,260
4.4%,0.5052876438274809,480,236,536,260
4.3%,0.7377606369860166,738,234,796,260
4.4%,0.7870486378669739,1004,234,1060,260
0.8%,0.9695703387260437,1250,236,1306,260
Partially,0.9999802111600347,89,269,184,302
Collateralised,0.7010186415418184,28,296,182,322
4.2%,0.5137734581695381,222,288,278,314
3.5%,0.7995223134405497,474,288,532,314
14.8%,0.937633597792606,764,288,834,314
32.8%,0.9735264816428449,1096,288,1166,314
0.0%,0.829930305480957,1246,288,1304,314
