raw,conf,x1,y1,x2,y2
Liabilities and Equity,0.8286387278182911,423,7,669,43
Assets,0.9999949386303,886,10,966,36
8%,0.9280486835441231,526,68,566,94
8%,0.963931239242417,906,70,944,96
8%,0.880803797084354,526,98,566,122
8%,0.8110751096118055,526,130,566,154
52%,0.9256332263440464,900,182,952,208
Loanl,0.9857631691313998,700,234,768,258
Others,0.9999459306470667,1123,249,1185,269
Total equity,0.9995591630307552,246,260,354,288
deposit,0.9999933766321013,690,260,783,296
68%,0.9579320874322556,520,278,572,304
Loans and advances to customers,0.7531189310241111,1122,276,1416,302
Other liabilities,0.999496512112695,216,290,354,314
ratio,0.9999899773352521,704,294,764,320
13%,0.8952556478398969,900,308,952,334
Banks and corporate securities,0.9971618274240198,1122,306,1392,333
Other debt securities,0.8070728179693204,170,319,353,344
76.7%,0.6309793575902759,700,324,770,350
Due from banks,0.9294349263206702,1122,338,1264,364
Deposits and balances from,0.6398160716041905,110,350,354,376
10%,0.9678671126161409,900,354,952,378
customers,0.9999772308960873,259,368,354,394
Government securities and T-bills,0.997001707212011,1122,367,1414,392
Due to banks,0.7198431294715211,237,401,353,421
10%,0.9801887058773354,900,392,952,418
Cash and balances with central banks,0.9111740044851304,1122,398,1452,422
8%,0.5623438975027631,526,422,566,446
79,0.6133844496547205,906,424,946,450
