raw,conf,x1,y1,x2,y2
Independence,0.6119947361747701,420,54,588,84
Gender Diversity,0.8768471376352905,900,54,1094,84
10%,0.9810748494374871,444,134,490,158
20%,0.9354608347608644,896,158,942,182
20%,0.9848996961092964,360,224,406,248
Independent,0.9999802671905366,98,260,214,286
Non-Executive Directors,0.9695842604567327,100,281,310,307
Non-Independent &,0.9999210138914045,100,312,272,338
70%,0.9878402229414187,574,318,622,344
80%,0.9319430188235164,1074,314,1120,338
Non-Executive Directors,0.870948209841032,101,336,309,357
(including Chairman),0.942870205189327,97,354,284,386
Male Directors,0.9999368997378801,1206,352,1336,376
Executive Director/ CEO,0.6340342748243718,100,388,306,412
Female Directors,0.998055970460498,1204,382,1356,406
Length of tenure,0.9575773078012099,654,466,850,498
No: of Directors,0.5679603877106735,662,496,844,522
0 - 3 vears,0.7548787391264663,466,780,560,802
3 - 6 years,0.6368689105421986,616,778,714,802
6 - 8 years,0.7570033596580629,786,780,880,802
>9 vears,0.5342134741231684,949,783,1033,802
