raw,conf,x1,y1,x2,y2
50,0.9999018835465441,354,24,388,52
Categories combined,0.9774826644198813,502,24,750,56
Wealth,0.9999871032293127,550,104,630,130
24,0.999999915706304,100,124,134,150
Management,0.9999949862534818,552,128,694,156
Global Transaction,0.8193194108147988,550,172,750,198
Services,0.928717640660723,549,194,641,220
Treasury Customer,0.9069715370626865,549,243,754,273
Sales,0.6466630926221978,550,266,610,290
2009,0.9999794363975525,86,308,148,336
2024,0.9996213162934173,340,308,402,334
