raw,conf,x1,y1,x2,y2
rogramme aiso inciudes age-,0.7792522396499205,0,0,314,22
Singapore's longest-runnin,0.7109861755005177,436,0,718,27
opriate educational content to,0.9195031316782706,0,20,320,52
"kind, returned in 2024 with",0.7279611441562317,436,26,718,54
ort parents in reinforcing money,0.9986530740937185,0,46,347,83
participants. Jointly organis,0.5028167306882626,435,53,718,90
gement lessons at home:,0.8737195525733067,0,80,276,112
and the People's Associatic,0.988993043590721,436,86,718,118
ark children's interest in financial,0.9685732394831218,0,124,354,152
event is still the largest chz,0.9176126193535216,435,114,718,150
"cy, the bank committed to running",0.924256278083251,0,156,368,186
Singapore:,0.8344378119127455,433,144,555,182
shops in at least 100 MOE primary,0.8200061572164702,0,184,364,217
The event raised some SG,0.9076759501221439,436,192,716,220
re-schools that will benefit up,0.4671674757513719,0,216,322,246
the POSB PAssion Kids Fur,0.9799884387133605,434,222,718,250
000 students by 2026. This is,0.8360202714559463,0,246,314,278
To date; we have raised so,0.6103389892493226,436,250,718,280
dition to the other interactive,0.8041169386236712,0,276,312,302
"million, with more than 94:",0.9837179666688773,435,278,718,310
cial,0.9999475479125977,0,306,40,332
programmes that,0.7211431726029305,119,306,312,339
benefitting from 248 progr,0.7860962361438862,436,312,718,342
co-developed with partners such,0.9165454785125773,8,337,358,366
ual education specialist EYEYAHL,0.9581070005448288,0,363,351,400
"FOR SENIORS, SPECIAL",0.9618064654505621,404,476,718,504
INDIVIDUALS AND MIG,0.9580186814139875,406,505,718,536
WORKERS,0.9986685984477884,406,538,542,564
Besides deepening collabo,0.663354508273229,436,611,718,633
literacy,0.998999479334419,39,302,117,339
