raw,conf,x1,y1,x2,y2
Board of Directors,0.9807462823656851,694,44,944,74
Board Sustainability,0.9096083484322727,217,101,485,139
Audit,0.9999969079025659,782,102,858,132
Board Risk,0.8193512968011063,1216,102,1360,132
3,0.22344123262145388,64,110,92,192
Committee,0.9999901453411185,275,135,425,167
Committee,0.9999906619171852,743,135,893,165
Management Committee,0.9970755064339343,1124,134,1452,174
(oversees progress against our,0.8719289704772529,188,170,510,200
(oversees disclosure matters),0.9923191954370177,664,170,970,196
(oversees climate-related,0.749596905248438,1154,167,1416,196
sustainability strategy and,0.9956678293012182,212,195,486,232
risk management),0.9998621929473068,1192,199,1382,231
climate commitment),0.6390901276256177,238,230,460,256
Group Sustainability Council,0.9382142491221857,331,339,719,382
Group Risk Executive Committee,0.9999117813023228,1067,343,1513,382
(chaired by the Group CSO),0.9957971257032153,382,383,666,419
(chaired by the Group CRO),0.957259697545603,1146,383,1433,419
Council members represented by senior managers across:,0.9739373315378744,132,449,716,480
Institutional Banking,0.9999468288600435,163,485,390,521
Human Resources,0.999830412925174,541,489,742,517
Consumer Banking,0.9268792577206971,164,520,370,552
Strategic Marketing and,0.9898743915444196,540,514,800,553
Global Financial Markets,0.817810327186414,164,552,428,578
Communications,0.9999866505728642,542,552,728,578
Risk Management,0.9999778864322834,164,581,360,613
DBS Foundation,0.9991574015809535,542,582,718,608
Local Sustainability,0.98820232432221,1091,581,1359,625
Technology,0.9999392308997871,161,607,292,646
"Strategy, Transformation, Analytics",0.929486871778328,539,608,917,647
Councils,0.9999843213214425,1165,617,1283,647
Operations,0.7688250936127142,164,644,288,672
and Research,0.7457459222460321,542,644,690,670
"(in our core markets China,",0.7856449116397535,1084,656,1360,686
Standing invitation extended to senior representatives across:,0.6618736947269743,131,699,750,732
"Hong Kong; Taiwan, India",0.6251406435309844,1092,689,1354,720
and Indonesia),0.999851754644371,1146,719,1302,748
Legal and Compliance,0.7914105833107882,163,741,402,773
],0.1574552394708384,62,692,98,875
Reevalt Group Management Committee members,0.5933332605120964,161,769,713,838
Group Climate Council,0.9996286375344973,371,906,679,944
(chaired by the Group CSO),0.7663983698179717,382,945,665,981
Council members represented by senior managers across:,0.9923302740741483,132,1010,716,1042
Institutional Banking,0.903232473180056,163,1051,388,1082
Risk Management,0.746748079579974,164,1084,358,1112
Global Financial Markets,0.6629240442997361,164,1112,428,1138
Standing invitation extended to:,0.9484559037899533,132,1156,456,1186
Legend:,0.613927630730918,1274,1182,1348,1208
Relevant Group Management Committee members,0.8081507600669006,164,1195,710,1228
Direct oversight,0.7334612491482063,1344,1202,1487,1235
Supporting oversight,0.8793701453508108,1342,1226,1528,1254
