raw,conf,x1,y1,x2,y2
LTV band,0.9999051255797671,36,16,144,42
Singapore,0.8810721644987378,224,16,340,46
Kong,0.9999905228614807,660,14,723,47
Rest of Greater China,0.9658132102828443,914,14,1154,42
South and Southeast Asia,0.948481472467061,1224,15,1512,42
Up to 50%,0.8864043960742946,76,86,190,116
59.7%,0.8640802676201114,458,88,528,114
55.8%,0.6724004820837528,816,88,886,114
49.0%,0.9715406607729722,1102,88,1172,114
52.6%,0.8829157651799364,1430,88,1500,116
51% to 80%,0.6768258771670743,60,138,190,164
40.0%,0.9905606860280513,380,140,450,166
44.1%,0.8944947868802386,768,142,838,166
50.6%,0.9631286485119271,1110,140,1180,166
43.7%,0.34269936879696894,1396,140,1466,166
81% to 100%,0.9657693017930902,48,192,190,218
0.2%,0.7831695792513839,220,194,278,220
0.1%,0.9971033930778503,592,194,648,220
0.4%,0.9386123206508183,908,194,966,220
2.7%,0.5406403701272734,1230,194,1286,220
Partially,0.9999823966841069,96,234,190,264
0.1%,0.998944103717804,220,248,278,274
0.0%,0.9196590185165405,590,248,648,274
0.0%,0.9939258098602295,906,248,964,274
1.0%,0.9867135286331177,1224,248,1280,274
Collateralised,0.9999960493503803,38,260,188,286
Hong,0.9997476935386658,600,11,658,47
