raw,conf,x1,y1,x2,y2
Cost /,0.9999624289261246,94,28,156,54
46,0.999999915706304,218,24,248,48
income (%),0.9998452217581079,40,52,156,78
43,1.0,290,74,322,98
"7,090",0.9998194418083932,278,154,336,178
"6,469",0.3751506365295448,204,176,264,200
"1,963",0.9996051958706246,936,178,994,202
"1,825",0.9999975476469553,860,194,918,218
"1,587",0.9999913634491684,412,218,470,244
"1,668",0.68706212567563,564,210,620,234
"1,671",0.9783047937037403,638,208,692,234
"1,644",0.9999925363146128,712,212,772,238
"1,658",0.9999866719857672,786,212,844,238
"1,543",0.999959314211459,486,224,546,248
"14,376",0.8823863692319621,276,236,336,262
Staff,0.9999167262233101,100,254,158,278
"3,875",0.8070722132686196,204,258,264,284
"11,203",0.4991688411836939,936,254,994,278
expenses,0.9999641327654811,57,281,155,301
"1,119",0.973591518513776,866,268,916,294
9681,0.29144686460494995,420,296,464,320
"11,013",0.4063309758639304,564,286,618,310
949,0.997846245765686,644,286,688,310
"11,047",0.4083045092736895,712,290,770,314
"71,007|",0.10504171229511991,787,285,844,313
945,0.9999979352348233,494,300,538,324
Other,0.9998000242715006,90,358,156,382
"(2,594",0.4182189509556909,202,366,264,392
"2,714",0.6837630398444485,276,366,334,392
619,0.9999842643737793,422,374,460,398
598,0.9999975222818565,494,374,538,398
655,0.9999975222818565,570,376,612,400
722,0.9999838948467685,644,372,686,396
597,0.999999380570387,720,380,762,404
651,0.9999998623489704,796,374,834,398
706,0.9999980040603199,870,374,912,398
760,0.9999814171339712,944,372,986,396
expenses,0.9999951109606223,56,384,156,408
2021,0.9999894442144547,206,430,258,454
2022,0.9999992251396179,278,430,332,454
1Q,0.9384749728218824,426,430,456,456
20,0.5692475201913372,498,430,532,456
30,0.3986295986279258,574,430,608,456
40,0.3929622603766621,648,432,682,456
1Q,0.9036068609541551,724,432,756,456
20,0.36396550155055585,798,430,832,456
30,0.47084358300953527,874,430,908,456
40,0.3837792208003589,948,432,982,456
2021,0.9999990463256836,528,458,580,482
2022,0.9999980926513672,826,458,880,482
