raw,conf,x1,y1,x2,y2
LTV band,0.9899977652205473,18,26,128,52
Singapore,0.999971031932851,238,26,358,56
Kong,0.9999909996986389,550,25,615,56
Rest of,0.8003754136899852,736,26,820,52
South and,0.9393567613837935,984,26,1104,52
Rest of,0.9975831852436455,1232,26,1316,52
Greater China,0.9992592385592376,734,54,896,82
Southeast Asia,0.9618644585381916,984,56,1156,82
the World,0.9421716975378714,1230,54,1346,82
Up to 50%,0.8953821439095043,86,114,204,144
49.0%,0.9747155485637825,320,114,392,140
58.2%,0.9803580634325999,586,114,658,140
66.7%,0.9845508483911705,842,114,914,140
18.3%,0.7342617222810223,1008,114,1080,140
39.6%,0.9735281930383621,1294,114,1366,140
51% to 80%,0.8110045406198231,70,164,204,190
42.9%,0.42221274889847005,304,164,376,190
31.6%,0.6080387160846692,526,164,598,190
16.7%,0.9455403806503421,754,164,824,190
43.2%,0.8388726096808726,1064,164,1136,190
58.1%,0.9404773644098886,1324,164,1396,190
81% to 100%,0.8683026547203279,56,216,204,242
4.2%,0.6960517168045044,252,216,310,242
5.2%,0.5520428918302048,494,216,552,242
3.9%,0.6975148881565745,738,216,796,242
10.9%,0.642562093606161,1000,216,1072,242
0.1%,0.8760723348838139,1232,216,1290,242
Partially,0.9924890682549513,102,258,204,286
3.9%,0.812120258808136,244,272,304,298
5.0%,0.9543882012367249,494,272,552,298
12.7%,0.9591729229369138,754,272,824,298
27.6%,0.6107344076554778,1018,272,1090,298
2.2%,0.9485810851167776,1238,272,1294,298
Collateralised,0.9999941377408463,42,284,202,310
Hong,0.9997891783714294,488,21,549,57
