raw,conf,x1,y1,x2,y2
574,0.9999973846308725,196,32,242,58
555,0.999783409245734,368,58,414,84
53,0.9999993256504904,1090,56,1122,82
47,0.79786616563797,910,92,942,116
11%,0.7916126062000022,1080,102,1134,128
16%,0.9365139876326691,900,138,954,164
20%,0.7588604495698289,1080,166,1134,192
17%,0.9166515055869942,902,188,954,214
9%,0.6645100303899696,1086,212,1126,236
13%,0.847859710563189,900,230,954,256
Covered bonds,0.9991451960246822,1242,228,1378,252
Other debt securities,0.8267848954978894,1245,253,1431,273
92%,0.9267487525939941,186,262,238,288
91%,0.747950492659047,366,262,418,288
Negotiable certificates,0.999840699535303,1243,272,1446,301
of deposits,0.9987638141399748,1242,298,1346,322
Commercial papers,0.9184196782734483,1244,320,1418,346
40%,0.9490140081401149,900,338,954,364
47%,0.9720931879648962,1080,338,1134,362
Senior medium term,0.9822305825597314,1242,342,1426,366
Customer deposits,0.8780991070438052,522,356,690,380
notes,0.9998767417246727,1243,367,1297,387
Wholesale funding,0.999957063959679,522,376,690,404
8%,0.6218885531745267,192,428,232,452
9%,0.33029241789861574,372,422,412,448
14%,0.8525458649004065,900,414,954,440
13%,0.9437241289108774,1080,420,1134,446
2022,0.9897396285520574,184,470,242,496
2021,0.804751620538605,364,470,420,496
2022,0.9944674955664781,898,470,956,496
2021,0.9999995231628418,1078,470,1132,496
