raw,conf,x1,y1,x2,y2
420,0.999993943357101,176,46,222,72
415,0.9999995870469189,406,54,450,80
420,0.9345855116844177,934,48,978,74
415,0.9999980040603199,1160,54,1204,80
16%,0.9883105770350858,174,100,226,126
8%,0.8974774243883399,936,88,976,114
8%,0.9726528365841479,1162,94,1202,120
15%,0.8949198473519715,402,112,454,138
9%,0.8358524301554805,936,132,976,158
10%,0.9937965871673279,1156,138,1208,164
7%,0.6956158925057175,180,162,220,186
8%,0.7256412162878196,408,166,448,192
9%,0.9229474848402455,934,178,976,204
9%,0.9847449472467921,1162,186,1202,210
13%,0.5165143593331827,174,216,228,244
14%,0.7479820850949099,400,220,456,246
7%,0.38981844444446295,936,220,976,246
7%f,0.10339141637086868,1162,226,1202,252
10%,0.9984125707407769,930,268,982,294
11%,0.9906514552382758,1156,272,1208,298
17%,0.5994128665963683,174,296,226,322
17%,0.5348403482791615,402,300,454,326
19%,0.9399262602555581,930,338,982,364
19%,0.9340112527955051,1156,342,1208,368
27%,0.6239345669746399,928,454,982,480
26%,0.9834415132795603,1156,456,1208,482
47%,0.47495952248573303,174,472,226,498
46%,0.9881433900328169,402,472,454,498
11%,0.9876998440339309,930,544,982,570
10%,0.9938870866183228,1156,544,1208,570
2022,0.999996542930603,170,602,228,628
2021,0.5760222620203228,398,602,454,628
2022,0.9999994039535522,926,602,984,628
2021,0.6103347688615662,1152,602,1208,628
Rest of the World,0.9541701140364841,0,654,154,678
Hong Kong,0.9999234351060575,308,653,410,680
Others,0.8222706856804629,755,655,817,675
"Transportation, storage",0.9097012977715424,1188,653,1400,680
South and Southeast Asia,0.7714110845775429,0,676,226,700
Singapore,0.9998899667988628,307,675,402,705
Professionals and private individuals,0.999512124982962,754,676,1080,702
communications,0.9999219721532677,1188,676,1338,700
Rest of Greater China,0.8208602414623706,0,698,190,722
(excluding housing loans),0.8921803085915272,752,700,980,722
General commerce,0.9979359595933235,1188,698,1358,722
