raw,conf,x1,y1,x2,y2
Independence,0.9743608920170415,408,40,568,70
Gender Diversity,0.7414914783283896,815,35,1005,71
10%,0.9099726852841471,443,117,483,137
Independent Non-,0.8516854160097014,130,132,288,158
20%,0.9506872828924234,827,147,863,167
Executive Directors,0.7692170464636378,133,157,297,177
Non-Independent &,0.7759685782223223,131,184,300,213
30%,0.9858147106935924,379,201,417,219
Non-Executive Directors,0.9065040200483816,131,210,338,234
Male Directors,0.9999604165641437,1142,212,1270,236
(including Chairman),0.6493653902858946,129,228,314,256
Female Directors,0.9999657669785149,1142,240,1290,267
Executive,0.9999918937518827,131,267,215,287
60%,0.9602939403118963,563,263,599,283
80%,0.9523090544241374,987,263,1023,281
Director/ CEO,0.9617053429965162,130,286,250,310
Length of tenure,0.9408367009420872,240,420,428,450
International experience,0.9980256896730865,826,412,1102,442
No. of Directors,0.9119130488213879,246,446,422,472
No. of Directors,0.8015444474463509,878,440,1052,466
0 - 3 years,0.9729162805982224,112,758,210,784
3 - 6 years,0.8329267537888955,278,760,374,784
> 9 years,0.9177209430381925,446,758,534,786
Singapore,0.9999764758951822,645,757,744,789
China,0.9997657437672646,802,758,860,782
Hong,0.9999579191207886,912,756,969,786
India,0.9999820338318962,1075,761,1127,781
International,0.9986355165966881,1172,758,1302,782
Kong,0.9999578595161438,968,755,1018,787
