raw,conf,x1,y1,x2,y2
Cost-income ratio (%),0.8329591574692213,8,16,226,42
Overall Consumer and SME,0.9985779866603982,8,38,278,62
88,0.9999998314126102,508,48,540,74
"(Singapore, Hong Kong)",0.6971408246499587,5,61,242,91
Digital (D) vs Traditional (T),0.9565622193373585,8,102,280,132
Reported cost-income ratio,0.8373070259313072,8,128,284,154
66,0.9999990727694587,598,174,630,198
58,0.9999996628252286,36,214,66,238
57,0.9999974711900259,192,220,222,244
55,0.9999860072749682,114,230,146,256
55,0.9999972183091315,272,236,302,262
53,0.9999991570631338,350,242,382,266
42,0.9999998314126102,508,280,540,304
40,0.9999973026027609,36,290,68,314
38,0.9999988987918347,428,302,460,326
35,0.9999998314126102,114,318,146,344
36,0.9999988198884456,192,314,224,338
34,0.9999987355947788,270,324,304,350
33,0.9999957853177504,350,330,382,354
34,0.9999993256504904,586,324,618,350
46,0.9999602877832519,511,351,537,371
30,0.9999885360764513,433,443,457,461
31,0.8966800037273974,591,437,613,455
22,0.99999527955623,197,487,221,507
Delta,0.917833948234041,648,484,710,508
20,0.7680086741439782,117,499,141,517
20,0.9999548188773486,275,499,299,517
20,0.9474044010357244,353,499,379,517
718,0.3964226543903351,39,509,63,529
(pp),0.9972447156906128,646,506,698,536
2015,0.9332996990655115,24,588,76,611
2016,0.9999996423721313,102,588,156,611
2017,0.9999979734420776,182,588,234,611
2018,0.9797186752644965,260,588,314,611
2019,0.6013385029547617,340,588,392,611
2020,0.9867709703721024,418,588,472,611
2021,0.9746118841668631,498,588,550,611
2022,0.999998927116394,574,588,630,611
