raw,conf,x1,y1,x2,y2
40,0.7659883026988059,34,22,66,46
35,0.9999991570631338,34,144,66,170
30,0.9999961224921389,34,266,66,290
25,0.9999983141264758,34,388,66,414
20,0.9999592863870924,34,510,66,536
15,0.9999974711900259,36,634,66,658
10,0.9999934250979631,36,756,66,780
2018,0.9999993443489075,192,1048,252,1076
2019,0.9999997019767761,482,1048,540,1074
2020,0.9999576807022095,772,1048,832,1074
2021,0.9999997615814209,1064,1048,1122,1074
2022,0.6861723653440948,1354,1048,1416,1076
im,0.06981279515037736,1304,210,1564,213
wMr,0.322834085676621,235,335,685,414
M,0.4943788983101882,870,373,1018,375
Imt,0.03826825593299629,683,456,940,516
