raw,conf,x1,y1,x2,y2
Distributable financial value,0.7327198544390557,59,32,539,75
2021,0.9999996423721313,1152,108,1210,134
SGD 8.88 bn,0.5023834700185701,1102,136,1262,168
2022,0.9999531386092151,792,244,852,268
SGD 10.7 bn,0.7162043317038287,680,284,966,338
Distributable,0.9999956026520541,732,340,916,370
financial value,0.9989256349510589,720,372,924,402
12%,0.937150062955242,115,736,247,798
13%,0.9850324661059588,451,736,583,798
27%,0.6711786985397339,825,737,961,799
S,0.5402559509180413,992,740,1016,774
48%,0.7524536556870363,1165,737,1303,799
Employees,0.9998667990514203,122,804,251,840
Society,0.9998906450306095,455,802,550,840
Retained,0.999998862034822,830,806,934,832
earnings,0.9999379590418116,933,800,1042,840
Shareholders,0.7753268209652215,1166,806,1322,834
Discretionary bonus granted,0.8885099404290141,121,835,417,868
Contributions to society through,0.996312922168288,457,835,785,871
Retained for business growth,0.8895181308226263,828,837,1129,868
Dividends declared for the year,0.8877166270041823,1166,836,1476,868
for the year to employees,0.8814022685684675,122,868,388,898
direct and indirect taxes and,0.8081483283342028,458,868,744,896
to ordinary shareholders,0.9455838024892678,1164,865,1414,898
through variable cash bonus,0.9930803859249155,121,897,417,933
community investments,0.9738160274710349,458,897,700,928
and long-term incentives,0.8106810478180791,122,929,378,955
including donations and,0.8727825548690213,456,930,700,955
