raw,conf,x1,y1,x2,y2
LTV band,0.7922071424764898,22,14,132,42
Singapore,0.9999789793181416,241,15,362,47
Hong,0.9999063611030579,490,14,557,46
Rest of,0.7405784471626045,740,16,824,42
South and,0.9888772995062138,988,16,1108,42
Rest of,0.9989431007051468,1234,16,1320,42
Greater China,0.9787034528235026,738,46,902,72
Southeast Asia,0.8460148683869204,988,46,1160,72
the World,0.9914450559474308,1234,46,1352,72
Up to 50%,0.8614266246843362,90,104,208,134
49.8%,0.803338368022649,324,104,396,130
65.9%,0.8668409063287192,596,104,666,130
69.0%,0.9937169774201497,846,104,918,130
24.5%,0.9224181803012793,1024,102,1096,130
34.7%,0.9396362213081906,1298,104,1370,130
51% to 80%,0.9099670992568651,74,154,208,180
41.5%,0.9639476230363113,302,148,374,174
25.7%,0.8999808350181191,524,154,596,180
12.4%,0.9687492325128839,758,154,828,180
42.6%,0.6188787688631288,1064,154,1136,180
64.5%,0.8332407699650358,1334,154,1406,180
81% to 100%,0.7787604811652379,60,206,208,232
2.8%,0.4217978344069581,248,206,306,232
5.0%,0.9661808013916016,498,198,556,224
4.8%,0.9409588740072453,742,206,800,232
5.6%,0.9224556684494019,990,206,1048,232
0.1%,0.9944023489952087,1234,206,1294,232
Partially,0.9999453616626122,106,248,206,278
5.9%,0.8691807985305786,248,262,308,288
3.4%,0.600953948387135,498,262,556,288
13.8%,0.6884650662053592,758,262,828,288
27.3%,0.5832691066603407,1022,260,1094,288
0.7%,0.949941949362835,1236,262,1294,286
Collateralised,0.999996336091536,46,274,206,300
Kong,0.9999404549598694,557,13,615,47
