raw,conf,x1,y1,x2,y2
Macroeconomic;,0.6274729442462905,466,161,593,181
Geopolitical and,0.9829806589774652,465,179,591,199
Tail Risks,0.8597938508874148,463,197,537,217
Digital,0.9199772966891161,576,228,632,252
Transformation,0.9995422209542648,578,249,696,267
Financial,0.9999747274709394,231,267,306,293
Preventing,0.9999884268938738,460,269,551,300
Inclusion,0.9951090214909311,233,293,305,309
Financial,0.9999981721233916,463,295,535,313
Cyber,0.9999637477522396,589,293,639,313
Crime,0.9969018994013424,465,315,513,331
Security,0.9993309525022401,587,307,654,332
Responsible,0.9999948724894785,363,345,460,371
1,0.6129891173859647,1,332,33,422
Financing,0.9999961455625903,362,366,442,390
atering Data,0.4545727948349336,618,358,741,403
Fair Dealing,0.9153245379650483,242,400,338,424
Intelligence,0.9999353713121797,619,396,712,424
2,0.8899677328324493,7,421,27,451
Human Rights,0.9999365758151557,154,420,264,444
Data,0.9999974966049194,483,429,519,445
Governance,0.9999687109670521,481,449,575,465
1,0.14698387741646357,6,448,32,534
Building a Great,0.7587618643266416,394,506,520,530
Corporate Culture,0.999921772018149,394,524,534,548
Developing,0.999938288434062,653,525,746,552
Our People,0.9916285122331562,656,546,746,570
Ecosystem,0.9999409905311345,463,581,548,606
Partnerships,0.8365383226665768,463,602,563,620
"Driving Diversity,",0.9596428464853044,299,615,432,640
Equity and Inclusion,0.8636134342970743,300,634,456,658
Transparency,0.9999606656516288,183,667,292,693
