raw,conf,x1,y1,x2,y2
2.30,0.9999697208404541,852,28,902,54
2.61,0.6039023117744677,928,20,974,44
Commercial,0.94744075627878,50,56,174,82
1.63,0.9885337564505712,196,50,242,74
2.11,0.98689458092469,270,36,314,60
1.68,0.9999910593032837,404,48,452,74
1.64,0.9990126039268673,480,50,526,74
1.60,0.9994695288408276,554,50,600,76
1.61,0.7322437604700773,630,50,674,76
1.65,0.9994971994643667,704,50,750,74
1.85,0.9999698400497437,778,42,826,68
book,0.9999516010284424,51,83,105,103
1.75,0.93868719505584,270,108,316,132
1.90,0.9975551844826964,854,102,902,128
2.05,0.9888197330532436,928,98,978,122
1.45,0.9987120437173834,196,118,244,142
1.49,0.9999692440032959,403,115,452,142
1.45,0.6202897345372169,478,118,526,142
1.43,0.6941522621074022,554,120,602,144
1.43,0.9954284858482285,628,118,676,144
1.46,0.9996779893093143,704,118,752,142
1.58,0.9999864101409912,778,114,826,138
Group,0.9995891676501515,49,129,116,157
Net interest income,0.7150635753442615,50,196,254,220
(SGD million),0.8462851513508177,48,220,178,244
"10,941",0.9907896273572125,260,224,326,248
"3,280",0.9999962681581283,922,220,982,246
222,0.9989870948179144,271,255,313,275
"3,020",0.9886618520891696,848,252,908,278
"8,440",0.9999984539514241,190,282,250,306
"2,454",0.9568979668339745,772,288,834,314
31,0.6405719734024866,863,281,891,301
Treasury,0.9597423516091667,49,309,142,338
783,0.9999823806888501,199,315,241,335
"2,107",0.9961588556278148,400,316,454,340
"2,089",0.5856580167726896,472,316,532,342
"2,104",0.8926854309492057,550,316,606,340
"2,140",0.9995348166025018,624,312,680,338
"2,187",0.9719052318930789,700,310,754,334
734,0.9913315210614331,781,323,823,343
Markets,0.9999977922122743,50,332,138,356
232,0.7001590050163955,407,349,449,369
791,0.9131491127017235,483,349,521,369
779,0.9589724413593372,557,349,597,369
781,0.9515458096248091,633,345,671,365
782,0.9997198165860014,706,340,748,364
"13,405",0.8042144410762222,920,346,982,370
"110,7191",0.3391056965598715,260,364,326,390
"[2,989",0.46934415903073695,846,370,908,396
"7,657",0.6784384747721125,190,404,248,430
"2,3201",0.3891791867692339,772,404,834,428
Commercial,0.9999855995759864,50,418,174,442
"1,875",0.9999988271355889,400,420,456,444
"1,898",0.9999987205115435,474,420,532,444
"1,925",0.9998826246130461,550,418,606,444
"1,959",0.6590025400149457,624,418,680,444
"12,005",0.3824722801970103,696,418,758,444
book,0.659186763407307,50,442,106,466
425,0.994943453628379,932,488,974,512
2021,0.9999991655349731,194,532,246,556
2022,0.9999991059303284,266,532,320,556
1Q,0.9188536304428667,412,534,442,558
20,0.6468029499572909,486,532,518,558
3Q,0.7410307239117792,560,532,594,558
40,0.5838724141648174,634,534,668,558
1Q,0.9040248665609304,712,534,742,558
20,0.6107722601908273,784,532,818,558
3Q,0.6486160415288604,860,532,894,558
40,0.4070671596304029,934,534,968,558
2021,0.9999996423721313,514,560,566,584
2022,0.9999984502792358,812,560,868,584
