raw,conf,x1,y1,x2,y2
Liabilities and Equity,0.8288784838598711,456,28,700,60
Assets,0.6843259877217556,894,28,974,54
8%,0.7415990499983262,558,98,598,122
10%,0.9884058883783051,916,88,968,114
9%,0.8276896849348065,556,126,598,152
1%,0.8999169932206953,388,144,428,170
6%,0.9457131475735241,558,160,598,184
Loanl,0.6388965959173105,730,206,792,230
deposit ratio,0.9956577103188633,696,236,826,264
56%,0.9831077762808617,916,230,968,256
Total equity,0.6165594543063851,270,272,380,298
78.7%,0.7223858509011906,728,266,794,292
Others,0.9999228621543065,1156,272,1220,296
Other liabilities,0.9804811193754944,238,293,379,318
Loans and advances to customers,0.7739412127075377,1155,296,1455,317
Subordinated term debts,0.7337105539848698,156,318,380,342
71%,0.9912209794723732,550,316,604,340
Banks and corporate securities,0.7093172737812666,1156,316,1432,343
Other debt securities,0.9503724148346225,192,340,380,364
Due from banks,0.9964624764076283,1156,340,1300,366
Deposits and balances from customers,0.9816784642875516,36,364,380,390
10%,0.4036077549043261,916,368,968,394
Government securities and T-bills,0.9996411426392517,1155,362,1452,389
Due to banks,0.9891287827155275,260,386,380,410
Cash and balances with central banks,0.8793754047398168,1156,384,1490,411
8%,0.8732485457573023,922,402,962,426
9%,0.8715947191029886,922,430,962,454
5%,0.8837806781078389,556,460,598,484
7%,0.2765547532523045,922,454,962,480
