raw,conf,x1,y1,x2,y2
LTV band,0.7395811527944048,16,18,126,46
Singapore,0.9999740916799267,235,19,356,51
Hong Kong,0.9998497697519817,536,18,665,51
Rest of Greater China,0.7860141141775242,840,20,1084,46
South and Southeast Asia,0.8029554114527622,1136,19,1426,46
Up to 50%,0.8471013730832689,84,108,202,138
39.5%,0.890072145744431,314,108,386,134
87.6%,0.9521477423556323,708,108,782,134
39.7%,0.8374476236610278,914,108,986,134
54.0%,0.9635078578440504,1240,108,1312,134
51% to 80%,0.9884442870005489,68,158,202,184
60.2%,0.9786446432492458,356,158,428,184
12.4%,0.969598408058356,560,158,632,184
58.8%,0.9811797234062822,952,158,1024,184
44.7%,0.6372279765210185,1222,158,1294,184
81% to 100%,0.9009992435368916,54,210,202,236
0.2%,0.9583839178085327,238,210,298,236
0.0%,0.9944995045661926,532,210,592,236
1.5%,0.8803114284386508,838,210,894,236
0.3%,0.8843852483498952,1136,210,1194,236
Partially,0.9999898274480881,99,249,202,282
0.1%,0.9904520511627197,238,266,298,292
0.0%,0.9805600047111511,534,266,592,292
0.0%,0.9624409675598145,836,266,894,292
1.0%,0.8093977570533752,1142,266,1198,292
Collateralised,0.9999957626091531,40,278,200,304
