raw,conf,x1,y1,x2,y2
F,0.9894505302987824,233,27,319,71
M,0.9988149341281769,344,34,410,62
A,0.9992300562499281,449,25,535,69
M ',0.1918065994977951,556,18,750,74
A,0.9998623180099777,896,36,924,60
$,0.11832622783236957,1000,36,1024,60
N,0.9997942553500394,1216,36,1244,60
20,0.9999967968410157,52,200,84,226
10,0.9999898847713415,52,308,84,334
I,0.25714646657676,695,411,811,519
(10),0.9999792575836182,42,524,94,556
I,0.5386954043681271,1285,563,1440,624
(20),0.9998335838317871,42,634,94,664
(30),0.9999646544456482,42,744,94,774
Backtesting profit and loss (in SGD million),0.8811331681544319,166,812,542,837
VaR at 99% confidence interval (in SGD million),0.7665480183437385,696,812,1110,837
