raw,conf,x1,y1,x2,y2
16,0.9999992413568111,93,77,121,97
A Different Kind of Bank DBS Annual Report 2022,0.8299265149926326,184,75,638,103
First bank in Southeast,0.9991515722112051,1851,147,2207,183
Asia to announce,0.9555014958502596,1853,185,2121,221
More like a,0.6028398272993452,103,137,1007,300
landmark set of,0.9903514159310233,1849,219,2101,259
decarbonisation,0.9999948597766911,1851,259,2105,297
commitments,0.8029736254370822,1851,297,2073,333
In our journey to be net-zero,0.7747421069219275,1852,350,2150,380
sustainability,0.9999896773062247,77,269,1227,514
"in our financed emissions by 2050,we",0.8790551196141241,1733,377,2127,413
were the first bank in Southeast Asia to,0.7047793358685525,1736,408,2136,439
announce a landmark set of decarbonisation,0.8559584594038837,1736,442,2194,468
commitments. These commitments are,0.6807484202400022,1736,471,2138,500
"covered in our report ""Our Path to Net",0.8645881136875591,1735,501,2126,533
Zero,0.999978244304657,1736,534,1788,560
Supporting Asia's Transition to @ LOw-,0.5226680696515533,1804,534,2172,564
champion,0.9995816562795061,82,462,943,678
"carbon Economy"". The report details our",0.7104092312269455,1736,563,2144,594
decarbonisation and data coverage targets,0.9376163575994386,1736,591,2175,628
across nine sectors; including power; oil and,0.720660913021872,1735,621,2187,657
"gas, shipping and real estate: With the range",0.8697858687542943,1735,652,2189,691
"sectors covered, DBS' commitment is among",0.9642517822807743,1736,686,2194,718
less like,0.9811113761526968,80,638,755,818
the most comprehensive and ambitious,0.9702085707370867,1736,714,2144,747
among global banks.,0.7361133822101161,1735,744,1947,784
New cafe concept,0.9889582878323643,1921,821,2199,865
a bank,0.9600229374731307,90,808,674,978
to,0.9999068567353641,1920,866,1960,896
soeatrebchty,0.7941806248271027,1916,857,2135,943
4,0.9999821186865034,1739,821,1919,1043
ethos among,0.9997004385099946,1921,935,2127,977
employees,0.9998934637940303,1918,970,2094,1018
We unveiled DBS Better,0.9299779221362837,1922,1026,2168,1054
"World cafe, an employee cafe which aims to",0.719883567039285,1736,1056,2180,1086
inspire Team DBS to do their part for a more,0.7272846616455338,1732,1088,2190,1116
sustainable world. The cafe incorporates a,0.9579772302587636,1734,1116,2166,1147
host of sustainability features in the fabric of,0.876534104936572,1732,1143,2191,1179
its operations. These include a sustainable,0.8203981322064481,1734,1178,2168,1208
kitchen which uses locally-sourced ingredients,0.7982967109535672,1734,1209,2206,1240
the,0.9999993117448777,1734,1240,1774,1266
of disadvantaged individuals and the,0.8210417742265887,1836,1239,2210,1270
deployment of food composting stations for,0.8845598665389947,1733,1268,2185,1305
employees to dispose of their food scraps,0.7610959536013707,1734,1301,2164,1333
lell,0.875483093300632,1822,1478,2028,1579
Lets build a,0.779082487982325,1836,1555,2153,1621
DBS continued,0.9977186025408366,92,1615,390,1669
to advance the,0.9990835719040698,88,1662,392,1710
susGainabilifregendars,0.4022962051908923,81,1696,560,1816
a,0.09010670127109766,1854,1580,2210,1892
of responsible banking;,0.9960143661639338,87,1791,561,1857
responsible business,0.9818469338392052,85,1840,513,1904
#DifferentKindol,0.683884673202007,2039,1863,2210,1891
practices and impact,0.998799927898018,87,1885,515,1947
beyond banking:,0.9827076491185998,89,1927,429,1992
"hiring """,0.6683924817727955,1773,1233,1837,1276
