raw,conf,x1,y1,x2,y2
More like,0.982668104079365,720,39,1497,202
a,0.999843245927682,717,235,829,361
startup,0.8314888118438578,831,183,1537,412
less like,0.8172409863521577,698,367,1382,537
a bank,0.906831828940105,706,540,1298,712
7,0.8134774639656825,681,923,773,1083
"Since 2014, DBS has",0.6347622162373836,88,1242,488,1294
focused on inculcating,0.8926957265145464,88,1288,542,1344
a,0.9999687674100102,94,1344,118,1376
pervasive startup,0.9985382170607443,121,1330,484,1391
culture bank-wide:,0.8273379445286232,90,1377,464,1426
Encouraging a spirit of,0.9715419180617579,91,1423,541,1483
"innovation, equipping",0.995470610122849,88,1466,533,1531
our employees with,0.9994216419968196,90,1514,490,1570
important digital,0.9978522236356452,89,1560,433,1616
skills and reimagining,0.9328585347393374,89,1600,531,1665
the way we work,0.6243363177447637,88,1652,436,1706
continue to be key,0.8968336429294703,90,1696,464,1753
tenets of building,0.9966423741999954,86,1732,449,1800
an,0.9999981455391691,91,1791,149,1833
organisation that,0.9795898735054999,147,1779,503,1845
is nimble and agile:,0.9350030465846739,87,1830,478,1891
