raw,conf,x1,y1,x2,y2
"Risk Limits, Triggers and Controls",0.8112016520883188,601,51,985,87
Credit Risk,0.999929142294126,170,178,298,204
Market Risk,0.8177517449596944,556,178,696,204
Liquidity Risk,0.7085067755789549,924,178,1082,210
Operational and,0.96200867783009,1280,166,1468,196
Reputational Risks,0.9951939872927685,1265,194,1482,226
Sector,0.9999771264565332,98,264,170,290
Business Unit,0.9999936519438596,504,262,650,292
Currency,0.99884309680198,880,262,980,294
Country (transfer risk),0.9524810560710169,95,289,325,325
Entityl Location,0.8720490162410672,502,293,663,322
Location,0.7301839026724513,880,293,974,319
Environmental; Social and,0.6342572649101577,97,323,362,352
Desk (where applicable),0.7674153592872303,503,321,751,360
Governance risks,0.9911980988119555,98,356,278,382
Manage concentration risk,0.8003763846406308,97,490,372,521
Manage market risk by using,0.9056532816780837,477,488,775,524
Manage through maintaining,0.9683544411300389,854,484,1158,525
Manage through policies,0.8276549657039329,1246,485,1504,525
by using triggers; limits and,0.7517400083735261,94,522,372,554
limits,0.8424764208642699,594,522,656,548
counterbalancing capacity to,0.9240664861180984,854,517,1153,553
and standards,0.9963439926263462,1298,522,1450,548
monitoring,0.9999894070296571,173,549,292,582
meet liquidity risk exposure,0.9290284071122425,862,550,1146,582
