raw,conf,x1,y1,x2,y2
Bonghan Cho,0.8432014524742479,1775,177,1919,209
Independent,0.9827153404927246,1772,208,1914,238
Director,0.999993298641786,1775,237,1867,264
Tham Sai Choy,0.9980226043749816,1411,250,1572,283
Independent,0.6762108265268333,1411,281,1553,313
Kai Fong,0.9895973996627848,977,314,1076,346
Director,0.9999924557023288,1415,316,1502,336
Ho Tian Yee,0.9789481071590924,2287,330,2415,357
Non-Executive,0.9994031066393204,924,349,1076,369
Non-Executive,0.8560085153383902,2289,361,2439,386
Director,0.9999732347178416,923,374,1012,399
Director,0.9999812445795593,2287,387,2376,415
Judy Lee,0.9990388229145707,624,520,721,550
Independent,0.6829811931412654,624,548,765,578
Punita Lal,0.6494049247814139,2461,551,2574,578
Director,0.9999914441745916,626,577,719,604
Independent,0.8490176350212404,2459,577,2604,615
Director,0.9999843213214425,2461,611,2553,638
Anthony Lim,0.7552423441558124,2834,707,2977,740
Independent,0.9220029747597771,2835,741,2974,771
Olivier Lim,0.9987752170122397,499,759,620,786
Director,0.9999884517358877,2835,769,2927,797
Lead Independent,0.9752221617636885,499,787,693,817
Director,0.999992076379477,501,819,592,847
Peter Seah,0.9997203380798841,1227,1034,1345,1062
Piyush Gupta,0.9998598062283652,2071,1033,2217,1066
Non-Executive,0.7311833450757441,1228,1069,1378,1089
Chief Executive,0.9055108949588896,2071,1063,2231,1090
Chairman,0.9999849956753041,1227,1094,1332,1119
Officer,0.9980046439835424,2071,1091,2150,1119
Read more about the Board of Directors on page 190.,0.5732048444440143,1736,1658,2215,1685
Chng,0.6723827719688416,922,310,979,346
