raw,conf,x1,y1,x2,y2
2.4%,0.9661113000341386,222,28,282,52
-1.1%,0.6909872794463779,350,26,416,52
14.4%,0.9511557259185137,86,54,156,80
-0.9%,0.5252056546502178,482,42,548,66
0.3%,0.8552862405776978,616,50,676,76
0.04%,0.9930058760417685,742,52,814,76
-0.5%,0.9051931315393302,878,52,944,76
14.6%,0.8208515865865041,1008,58,1078,84
Dec 2021,0.9999879038241739,78,518,162,542
Profit for,0.9822414888454069,210,518,296,544
Dividends,0.9999915361225326,338,516,430,540
Other CETI,0.6787948805166124,464,518,566,542
Credit RWA,0.8414543802781244,596,518,698,542
Market RWA,0.9076264123491676,723,519,833,539
Operational,0.9998024087350703,855,516,968,544
Dec 2022,0.9999865129708037,1000,518,1086,542
CETI,0.8892472455703704,98,540,144,564
the year,0.9152321733747334,212,540,292,566
paid to,0.9999030360843244,346,538,418,566
movements,0.9998650902703973,463,543,567,563
RWA,0.9998331688151925,888,540,934,564
CETI,0.9400470043425125,1020,540,1066,564
(attributable,0.6923703630633316,192,564,310,588
Shareholders(t),0.701378666978468,316,562,452,586
to,0.9996670561329374,241,591,263,609
shareholders),0.9999708383500676,187,607,313,631
