raw,conf,x1,y1,x2,y2
Deposits (SGD billion),0.9867635172510881,0,0,214,22
527,0.9986897110939026,190,34,230,58
FD and others,0.9287609303279417,4,108,144,132
209,0.9999865102111692,188,106,232,130
+93,0.9999651055452524,246,106,288,130
Ratios (%),0.9996269022678379,390,118,510,146
Casal total dep,0.5961629704425322,390,154,543,180
LDR,0.9999272517847363,390,190,438,216
Casa,0.9999839067459106,90,236,144,260
318,0.999998279362313,190,236,232,260
-60,0.4775664508342743,246,236,286,260
LCR,0.9999833442438536,390,224,438,252
NSFR,0.9998015761375427,390,260,450,286
2022,0.9999996423721313,184,344,238,368
