raw,conf,x1,y1,x2,y2
(SSm),0.999962468258308,162,44,292,100
3024,0.9989527463912964,950,46,1068,94
YoY %,0.9984551388189493,1122,46,1262,94
Total income,0.8763927628842169,162,114,432,162
record,0.9919342098132624,768,98,893,140
"5,753",0.8777317137580429,950,116,1068,164
11,0.9996802889783195,1165,117,1213,159
Commercial book net interest income rises 3%,0.7999901549749677,1361,93,2320,144
from balance sheet growth and stable NIM,0.9655962482375648,1360,150,2228,204
Commercial book,0.9920126693362626,187,169,556,219
"5,422",0.8151634970500771,952,172,1068,222
8,0.611202937516017,1176,178,1206,214
Markets_trading_,0.48853063431572735,187,220,516,284
331,0.9642987251281738,969,229,1045,273
99,0.9999325657083509,1163,229,1217,273
Record fee income led by wealth management;,0.6651459401653176,1364,218,2322,275
Expenses,0.8472639703482984,163,285,370,339
"2,249",0.9919786643537648,949,283,1066,336
10,0.9999989884757856,1165,287,1219,329
treasury customer sales also higher,0.8807704863220917,1358,271,2104,328
Profit before allowances,0.8066832423876921,165,342,665,387
record,0.9999775644616614,769,328,893,368
"3,504",0.9999998933759693,950,342,1068,392
11,0.9999153701771093,1165,345,1213,387
Markets trading income highest in ten quarters,0.8831840662725822,1362,338,2326,401
Allowances,0.9997714638676818,166,401,404,445
130,0.9998216032981873,971,399,1049,443
(40),0.9980868101119995,1148,398,1234,454
"Expenses up 10%, Citi Taiwan accounts for 3%pt",0.7886810714872503,1362,407,2364,469
record,0.9999894879180304,771,439,895,479
Net profit,0.9999870320842966,163,451,367,512
"3,027",0.9999995735038693,950,456,1066,506
15,0.9999974711900259,1165,459,1221,501
"SP at 14bp of loans, GP of S1Om taken",0.7376090783607693,1361,474,2147,537
Reported net profit,0.9998050411266933,164,515,559,569
record,0.6845712903226304,770,514,895,556
"3,027",0.9999973877108624,950,516,1066,568
17,0.5076001882553101,1163,519,1217,561
Impact on earnings:,0.9928857294196688,1564,573,1984,640
positive,0.9999948342574483,2047,577,2220,637
+3%,0.5162018622923104,459,637,553,681
+32%,0.9985564947128296,671,637,791,681
+4%,0.9373460412025452,897,637,991,681
+99%,0.9978245496749878,1107,637,1225,681
+10%,0.9997110962867737,1325,637,1445,681
negative,0.6523223213950649,2048,630,2233,691
"2,633",0.9971256745720843,220,698,336,750
266,0.9999955263428388,679,749,759,793
18,0.9997767975868583,913,739,967,781
165,0.9999341342723685,1121,729,1201,773
211,0.9999909838629265,1343,731,1419,775
8,1.0,1590,744,1618,782
77,0.9999996628252286,1795,737,1849,779
41,0.9999881146094074,2017,737,2069,779
112,0.841682493686676,459,765,537,809
Citi,0.9971848130226135,3,797,69,835
(40),0.9993282556533813,234,788,320,838
integration,0.9999567240679241,0,838,195,886
"2,593",0.999997174462734,217,878,337,933
"3,027",0.999996544642463,2208,862,2324,914
3023 net,0.8292037955789678,187,1029,367,1073
Net,0.999993943357101,465,1031,537,1073
Fee,0.7841706871986389,677,1031,753,1073
Treasury,0.6736137380595447,850,1027,1031,1083
Markets,0.9999975218708119,1082,1030,1240,1072
Expenses,0.6804447085498866,1289,1029,1486,1083
GP,0.955445829416601,1571,1031,1635,1071
SP,0.9999040751203855,1793,1031,1853,1071
Tax and,0.8937869466634353,1967,1031,2123,1073
3Q24 net,0.5038834660804399,2177,1031,2357,1073
profit,0.9999856432151814,219,1074,338,1129
interest,0.9998445847842269,421,1079,577,1121
income,0.999563046318226,643,1079,793,1121
customer,0.9999732787501638,845,1079,1037,1121
trading,0.9546926011666199,1082,1069,1237,1132
others,0.9902850239214466,1979,1079,2109,1121
profit,0.9999871518964423,2207,1074,2326,1129
income,0.9998918119688776,423,1129,573,1169
sales &,0.9864598886998924,865,1127,1013,1169
income,0.9997977840667973,1087,1127,1235,1169
other income,0.9539385354711106,811,1175,1071,1217
DBS,0.9993066839661123,187,1177,354,1251
