raw,conf,x1,y1,x2,y2
Net interest margin (%),0.8554720302613948,102,43,578,97
2.77,0.9607191420985066,1341,97,1431,139
2.83,0.5931286355884384,1655,81,1747,125
2.83,0.3907918660436947,1969,81,2061,125
2.77,0.9499815327446576,689,131,779,175
2.81,0.9611139954615999,961,125,1049,169
Commercial book,0.9997948495716563,99,179,468,229
Group,0.999998933759633,98,272,239,327
2.16,0.7078771819921754,688,324,782,372
2.13,0.7723614739532114,961,331,1053,375
2.14,0.999835193157196,1341,337,1433,381
2.14,0.7665895659812922,1655,337,1747,379
2.11,0.9999539256095886,1971,343,2055,385
Net interest,0.9670187202581586,100,446,346,496
"3,594",0.7329407124880762,1662,468,1780,520
"3,597",0.9869246352161597,1964,462,2081,517
income (SSm),0.9515862432504225,98,494,388,548
"3,505",0.8854824595838447,1360,484,1478,534
"10,208",0.999989049914076,669,549,809,601
"10,696",0.8089342540479547,929,527,1070,581
"3,647",0.9999990936956966,1360,760,1476,810
"3,769",0.7384348170746329,1662,750,1780,804
"3,796",0.999997707583045,1964,746,2085,800
Commercial book,0.9126281726371693,100,796,468,844
"10,649",0.6077830288456012,667,796,807,846
"11,212",0.9998953160758866,930,784,1068,836
Markets trading,0.9949719118119176,102,1000,425,1054
-441,0.5270436284755187,691,1005,783,1047
5516,0.9952366352081299,951,1007,1047,1049
-142,0.9196127888194412,1371,999,1465,1043
-175,0.7508521097776891,1673,1003,1769,1045
-199,0.992988748684339,1975,1003,2071,1047
9M23,0.9950629472732544,679,1071,797,1115
9M24,0.9816346764564514,941,1071,1057,1115
1Q24,0.6591634154319763,1362,1068,1476,1116
2024,0.6676796782977107,1665,1069,1777,1113
3024,0.9615577459335327,1966,1067,2082,1115
DBS,0.9992188712852549,123,1075,291,1159
