raw,conf,x1,y1,x2,y2
39,0.5275198293908383,513,37,569,81
39,0.9999993256504904,851,35,907,77
39,0.9999995785315409,1365,53,1419,97
40,0.9352464443516706,1645,41,1699,83
39,0.9999993256504904,1923,59,1979,101
Cost / income (%),0.9997879761482252,16,82,383,136
(SSm),0.999854616887652,14,350,146,406
"6,500",0.9999553244136384,836,352,955,407
"2,172",0.9110322654768702,1611,373,1730,426
"2,249",0.9999986671995202,1894,356,2012,406
"5,851",0.9999723310190344,492,408,609,465
"2,038",0.7217429464392422,1332,410,1450,460
Staff,0.9955104900659666,17,602,120,646
"4,150",0.9999600692066655,838,586,954,638
"1,395",0.6457676733555435,1612,597,1733,654
"1,422",0.9999239815143112,1892,582,2013,637
"3,691",0.8744431978878752,494,622,608,674
"1,261",0.9789590778166071,1334,618,1446,670
expenses,0.9999970918657012,13,653,220,707
Other,0.9999506862426054,15,849,142,899
"2,160",0.9999025983886859,494,884,612,936
"2,350",0.6757855905776428,836,876,954,928
777,0.749342805563797,1351,883,1429,925
777,0.9999984170133134,1633,883,1711,925
827,0.39378598303977486,1913,875,1991,919
expenses,0.9999984405661014,11,899,221,959
9M23,0.9969614744186401,495,1021,611,1065
9M24,0.97505122423172,837,1021,953,1065
3023,0.9895702004432678,1334,1022,1446,1066
2024,0.848162829875946,1615,1023,1729,1067
3024,0.512872472927755,1896,1020,2010,1068
