raw,conf,x1,y1,x2,y2
(SSm),0.9998767417246727,166,40,298,96
3024,0.9997560381889343,924,42,1040,90
QoQ %,0.9918699525566614,1115,42,1270,91
record,0.9999862758880305,752,94,877,136
Total income,0.91974685971973,168,110,438,158
"5,753",0.5849452898011388,924,112,1040,160
5,0.9999984502798362,1178,118,1208,154
Commercial book total income up 2% from higher,0.7019495042424906,1361,137,2382,194
Commercial book,0.9999444411849172,194,165,562,214
"5,422",0.8844030677075438,922,166,1041,219
2,0.999999880790714,1178,174,1208,214
"net interest income; record fees, and increase in",0.8610931317655385,1362,191,2352,247
Markets trading,0.9971900243738485,195,218,520,278
331,0.9999995870469189,943,225,1017,269
77,0.9599892627696169,1162,222,1220,272
treasury customer sales,0.9979614680267539,1357,244,1863,304
Expenses,0.8853061026433359,169,281,376,335
"2,249",0.6988419748698795,921,279,1040,332
4,0.9999884367323411,1177,285,1213,329
Profit before allowances,0.9998082915743551,171,338,671,383
record,0.9987993619206802,752,326,876,364
"3,504",0.9999826735774087,920,334,1041,389
6,0.9999954700521272,1177,339,1215,381
Markets trading income rises 77%,0.9540055027171191,1363,328,2061,389
Allowances,0.9999816790208287,171,393,412,445
130,0.9999971093289124,943,397,1021,439
(12),0.9999881386756897,1150,396,1236,450
record,0.9999877359019542,754,435,878,475
Expenses up 4% from higher staff and,0.9488637714719166,1363,416,2148,473
Net profit,0.9999804726943676,170,448,372,505
"3,027",0.9999990403836757,924,452,1038,504
8,1.0,1178,456,1210,496
computerisation costs,0.9953457098979098,1360,465,1827,530
Reported net profit,0.98956421964187,167,511,565,566
record,0.9999922132749999,753,510,880,554
"3,027",0.9999984006393992,922,510,1039,565
9,0.9999995231628986,1178,518,1208,554
Impact on earnings:,0.8763092239613883,1574,578,1988,630
positive,0.7655691863287495,2053,573,2228,634
+1%,0.9955093870489312,463,633,559,677
+6%,0.9179146924825703,691,633,785,677
+8%,0.9924639799828606,903,633,997,677
+77%,0.9861899018287659,1111,633,1231,677
+4%,0.9875933419960292,1343,633,1439,677
negative,0.7908807748372491,2053,626,2240,687
"2,803",0.7433327648702789,226,682,342,734
27,0.8824567797862772,477,743,531,785
61,0.9999844899949775,697,739,751,781
39,0.999999915706304,917,733,975,777
144,0.9998667240142822,1127,725,1207,769
77,0.7675069189010879,1359,723,1415,765
41,0.6528587655621663,1581,723,1635,767
23,0.9501026171379112,1801,723,1857,767
12,0.9999205119690406,2023,725,2079,767
Citi,0.9989556074142456,3,763,69,803
(T4),0.5168972611427307,238,760,328,812
integration,0.7375704356819422,0,806,198,854
"2,789",0.9999866186736681,223,862,343,917
"3,027",0.9999991470077171,2216,854,2330,904
2024 net,0.7512688600673677,195,1025,373,1069
Net,0.9999521664200618,469,1027,543,1069
Fee,0.9999987611408254,681,1027,759,1069
Treasury,0.9991993095865571,858,1024,1037,1079
Markets,0.9999990988623428,1089,1027,1247,1069
Expenses,0.7687880702724643,1295,1025,1492,1079
GP,0.9689584558817701,1577,1027,1641,1067
SP,0.99984296445409,1799,1025,1859,1069
Tax and,0.9196866690129621,1973,1027,2129,1069
3024 net,0.723995570485073,2183,1025,2363,1069
profit,0.9999945979609788,224,1071,344,1127
interest,0.6804199480450985,427,1075,583,1117
income,0.9990703147009828,651,1075,799,1117
customer,0.9999764397967204,851,1075,1043,1117
trading,0.9999963053339395,1088,1065,1243,1128
others,0.9982689189913989,1985,1075,2115,1117
profit,0.9999834045259162,2213,1070,2332,1125
income,0.7408616526346844,429,1123,579,1165
sales &,0.8734955823508732,871,1123,1019,1167
income,0.9996930953842199,1093,1123,1241,1165
other income,0.8175676871378943,817,1171,1077,1213
DBS,0.9945361568211156,195,1173,363,1257
Commercial book,0.7655041224011581,583,1245,927,1288
