raw,conf,x1,y1,x2,y2
(SSm),0.9999270688495687,46,42,178,98
"3,978",0.9999994668798332,948,48,1064,100
"1,295",0.9999809142771331,1708,66,1829,123
"1,358",0.6948890221822241,1978,48,2094,100
"3,302",0.938054214584791,626,130,742,180
"1,145",0.970775661905563,1445,122,1562,175
"1,982",0.9207790576246402,946,193,1066,250
661,0.9994879961013794,1729,217,1805,261
649,0.7479420304298401,1995,193,2075,237
Net interest income,0.7845701246943746,48,284,452,333
"1,955",0.8954488963114069,626,278,744,328
680,0.9999949069135972,1462,272,1544,320
"1,996",0.7808270512446869,947,434,1065,489
633,0.8707277178764343,1729,445,1809,489
709,0.9999965587250227,1997,433,2075,475
Non-interest income,0.9531853730030954,49,491,467,535
"1,347",0.9723097361461419,626,476,740,526
465,0.9999991052683532,1463,477,1543,519
9M23,0.9957331418991089,625,597,741,641
9M24,0.9751176238059998,947,597,1065,641
3023,0.9887560606002808,1446,596,1560,644
2024,0.9236071705818176,1712,596,1826,644
3024,0.9597777128219604,1978,596,2092,644
YoY (%,0.859451554783524,49,643,201,687
Total income,0.9355713880034873,41,721,309,765
40,0.7810915056418088,655,723,709,763
20,0.9999998314126102,977,721,1033,763
22,0.9999998314126102,1475,721,1531,765
19,0.9999997471189183,1743,721,1797,765
19,0.9999994942378553,2009,721,2063,765
Non-interest income,0.6229996350086374,47,783,467,827
15,0.4924284509894249,655,785,711,825
48,0.850020525486461,979,783,1033,827
25,0.9999998314126102,1477,783,1535,827
44,0.9999995785315409,1743,785,1797,825
52,0.999996628253784,2009,783,2063,827
(SSbn),0.9988544749198361,46,888,190,944
AUM,0.9999800406272169,51,959,151,1003
353,0.9999987611408254,641,959,719,1003
401,0.9999991740938607,959,959,1033,1003
353,0.9068865180015564,1463,959,1543,1003
396,0.9999990364428464,1728,956,1810,1004
401,0.9976567029953003,1997,959,2071,1003
Earning assets,0.999718851930833,45,1014,361,1076
405,0.9999990364428464,641,1029,721,1071
452,0.9999988987918347,959,1029,1037,1071
405,0.999999449395897,1463,1029,1543,1071
447,0.9999999311744849,1729,1029,1807,1071
452,0.9999990364428464,1997,1029,2075,1071
