raw,conf,x1,y1,x2,y2
2x,0.9195997095378093,621,27,677,69
6.1,0.9999792147232862,1127,93,1189,135
5.2,0.9966005086898804,715,177,783,219
5.0,0.6605077981948853,921,197,989,239
1.3,0.8503898884012885,715,283,783,327
3.1,0.5709611177444458,97,363,157,405
3.1,0.9999959392956953,511,371,573,411
2.22,0.362053331034482,301,449,371,491
3.9,0.5058599692915984,715,475,783,517
2019,0.9707329569086109,76,650,180,694
2020,0.9999963045120239,285,651,387,695
2021,0.9999995827674866,491,651,589,695
2022,0.9999988079071045,697,651,801,695
2023,0.5829394723740444,903,651,1007,695
3024,0.9134796261787415,1104,650,1218,694
annualised,0.9999988690810087,1044,700,1276,748
