raw,conf,x1,y1,x2,y2
NPL ratio (%),0.9994112681594053,48,44,324,98
1.1,0.9885010635149675,833,69,893,107
1.222,0.5063127382542271,1181,49,1247,91
1.1,0.8332637028271871,1529,65,1593,107
1.1,0.9900963402170422,1881,69,1941,107
1.1,0.9807880520820618,2229,67,2291,107
NPA (SSm),0.9914030066415904,48,276,274,330
"4,990",0.9999857123679332,818,284,936,334
"5,303",0.6123731293857682,1162,284,1278,334
"5,056",0.719437860070906,1504,284,1620,334
"5,221",0.8425276711356791,1846,284,1958,334
"5,077",0.9999917366336456,2188,284,2302,334
Not overdue,0.8577397892133838,46,372,304,421
33%,0.9981819890901235,830,382,926,430
34%,0.9878951933837705,1172,385,1266,429
36%,0.5815107822418213,1514,388,1610,436
35%,0.9858601861986293,1856,386,1952,434
35%,0.48626792430877686,2199,387,2293,431
Within 90 days overdue,0.8632260903811086,48,446,532,501
6%,0.9778989345648169,844,464,914,512
8%,0.9951824807609141,1184,472,1256,520
7%,0.9889051697898625,1526,478,1598,526
6%,0.9726942247275627,1866,471,1941,520
8%,0.9866051860192593,2210,476,2282,524
More than 90 days overdue,0.9488413814288003,48,592,606,648
61%,0.9996596655862579,830,602,926,650
58%,0.9953836509108791,1173,609,1267,653
57%,0.9885865449905396,1515,611,1609,655
59%,0.9983866978993746,1856,606,1952,654
57%,0.9812762141227722,2198,610,2294,658
Jun 23,0.8825136336051679,804,770,950,818
Sep 23,0.8477961282883455,1142,767,1295,828
Dec 23,0.6972933482284188,1491,773,1635,817
Mar 24,0.8962074301438872,1833,773,1975,815
Jun 24,0.9655421774226407,2172,770,2318,818
SP,0.9997923909368721,46,860,114,908
loans (bp),0.9639690957230228,138,862,352,918
10,0.5188259795666789,855,863,909,907
18,0.4928208098187162,1191,863,1245,907
11,0.9999531330261343,1541,865,1589,905
10,0.9999973026027609,1877,863,1931,907
8,0.4298753526709369,2230,866,2258,904
Totalallowances as % of:,0.680855082894533,46,948,570,1000
NPA,0.9999746722533008,49,1023,139,1065
127,0.9999998623489704,843,1019,919,1063
125,0.999999449395897,1179,1021,1257,1063
128,0.9999990364428464,1527,1019,1605,1063
125,0.727824866771698,1863,1021,1943,1063
129,0.9999995870469189,2205,1019,2283,1063
Unsecured NPA,0.9999444347759417,49,1091,371,1135
224,0.9999997246979434,841,1087,921,1131
216,0.9999995182214076,1177,1087,1257,1131
226,0.9999991740938607,1525,1087,1607,1131
223,0.8081886172294617,1863,1087,1943,1131
227,1.0,2203,1087,2281,1131
