raw,conf,x1,y1,x2,y2
Cost,0.9996907711029053,8,8,117,63
income,0.9995241087324221,139,15,297,59
44,0.9999993256504904,1619,17,1675,57
(%),0.996238808666363,5,59,88,119
38,0.9999998623489704,417,135,473,177
39,0.9918794412479444,745,125,801,169
39,0.9999991570631338,1371,149,1425,193
40,0.9999994099441718,2117,141,2171,181
38,0.9999998314126102,1121,177,1177,219
37,0.9999994942378553,1867,201,1921,243
"4,251",0.6359799345251991,716,380,828,430
"2,205",0.9999883779727591,1592,380,1710,432
"2,172",0.9999796347857942,2092,390,2210,440
"3,813",0.931009385984056,388,440,506,490
"2,038",0.9976928782449489,1342,424,1458,476
"2,079",0.9999831533865113,1841,411,1960,464
(SSm),0.9997858429288754,7,449,140,509
"1,931",0.9917539948728121,1092,452,1204,504
"2,728",0.9999834199471122,714,612,834,662
"1,345",0.9999963747822046,1592,604,1710,654
"1,395",0.7242639267547377,2094,618,2210,670
Staff,0.9991717080752878,8,634,116,682
"2,430",0.6658874078147465,388,652,506,702
"1,215",0.9999338395310541,1094,658,1210,710
"1,261",0.8941212032561845,1342,636,1456,688
"1,333",0.6607539737709461,1842,631,1961,688
expenses,0.9976828577989324,7,686,212,741
Other,0.9999644408113718,11,881,133,925
"1,383",0.3684145382175023,387,908,507,963
"1,523",0.9999895508386168,716,902,834,952
716,0.999999449395897,1111,913,1191,957
777,0.9989485144615173,1361,905,1439,947
860,0.9398425817489624,1609,895,1689,939
746,0.9999995182214076,1861,909,1941,953
777,0.9358760118484497,2111,905,2189,949
expenses,0.9999896740000318,7,931,212,985
1H23,0.9992417693138123,393,1047,501,1091
1H24,0.9990478754043579,721,1047,829,1091
2023,0.983564555644989,1092,1046,1208,1094
3023,0.5647748715168547,1342,1046,1458,1094
4023,0.5684830546379089,1594,1046,1708,1094
1Q24,0.6054021120071411,1844,1046,1958,1094
2024,0.7450171113014221,2093,1045,2207,1093
