raw,conf,x1,y1,x2,y2
(SSm),0.9999053706448853,48,50,180,106
"3,940",0.9999953085413813,948,56,1066,108
"2,052",0.9646131977428521,1978,58,2096,108
"1,888",0.9999929628110977,2216,106,2332,156
"3,277",0.9920160106458875,656,160,770,212
750,0.9999924291971442,967,163,1045,207
"1,688",0.8994638647105485,1506,161,1625,218
388,0.871424674987793,1997,161,2077,205
"1,612",0.9999911502008884,1272,188,1388,238
"1,573",0.9061259279441144,1744,200,1860,252
362,0.9999880790710449,2233,207,2313,251
Other non-interest,0.7290456542992014,167,273,550,323
707,1.0,675,263,751,305
325,0.8998022079467773,1291,283,1371,327
346,0.9001285209118733,1527,265,1607,309
"1,099",0.9999705717166111,945,300,1067,361
316,0.9999943563098699,1761,293,1841,337
621,0.9999997246979434,1998,310,2074,358
income,0.9998404667510584,167,327,325,371
478,0.9999975562095642,2235,333,2313,377
896,0.9999999311744849,672,384,756,432
464,0.9999996558724309,1291,401,1371,445
499,0.9999759111084772,1527,391,1607,435
390,0.999999449395897,1762,398,1842,446
Net fee income,0.9992284433706727,168,566,480,614
"2,091",0.9956246307195693,948,553,1062,603
"1,043",0.999993602555785,1980,560,2096,612
"1,048",0.999988537909022,2216,558,2332,610
"1,674",0.9999872051067391,656,586,774,636
823,0.9999998623489704,1289,593,1371,637
843,0.955582320690155,1525,591,1607,635
867,0.6767721772193909,1761,587,1839,631
1H23,0.9993408918380737,660,762,770,810
1H24,0.9962904453277588,953,763,1063,807
2023,0.9849292635917664,1272,762,1388,810
3023,0.7425963663174199,1510,762,1624,810
4Q23,0.7289196915023742,1746,762,1858,810
1Q24,0.9279781579971313,1982,762,2096,810
2024,0.9063209891319275,2216,762,2332,810
Commercial book,0.9952147251653503,168,862,536,910
"2,570",0.9989417077758348,656,850,775,905
"3,190",0.5296774701399594,948,850,1067,905
"1,287",0.9801703387110507,1278,862,1392,912
"1,342",0.30828624684333783,1512,862,1628,912
"1,257",0.5992639311764592,1742,858,1861,913
"1,664",0.706176350930535,1980,853,2105,916
"1,526",0.9999877915397694,2218,857,2337,914
Markets trading,0.892121546724319,167,951,496,1013
707,0.9999998623489704,677,949,753,993
750,0.9999923603716989,967,949,1047,993
325,0.647007942199707,1295,957,1375,1001
346,0.9999991740938607,1529,959,1609,1001
316,0.6665271428875097,1763,957,1843,1001
388,0.9390577673912048,2003,957,2081,1001
362,0.6277658343315125,2237,957,2317,1001
