raw,conf,x1,y1,x2,y2
Constant:,0.9318366649393247,1085,12,1296,66
(SSm),0.9997725145776967,37,63,171,123
1H24,0.9977717995643616,629,64,744,116
YoY %,0.9967452744159894,828,68,968,116
currency YoY%,0.948912411048171,1030,66,1350,116
"Total income up 6% to record, driven",0.5725089111178205,1462,67,2217,122
Total income,0.9998710148944254,41,143,309,187
"1,679",0.994436118173936,626,139,745,195
7,1.0,884,148,908,182
6,0.9999988079074598,1176,144,1202,180
by wealth management and trading,0.9888490434727831,1463,115,2189,180
income,0.9995379802864551,1463,179,1619,221
Expenses,0.6894892655613292,41,213,248,267
626,0.9999991052683532,647,213,727,257
9,1.0,882,216,914,258
8,1.0,1176,216,1206,258
Net interest income stable despite,0.8349302531655117,1464,246,2164,300
Profit before allowances,0.7927067472064936,41,284,543,329
"1,053",0.9999898173990164,628,284,744,336
5,0.9999983310706426,884,286,916,328
4,0.9999983310706426,1176,286,1206,326
sluggish loan demand,0.8706523741715924,1461,299,1923,359
Allowances,0.9999721037812592,43,353,284,404
93,0.7560793161392212,657,355,713,399
>100,0.8916335105895996,844,354,952,402
>100,0.6076046075628526,1137,355,1243,399
"SP declines to 11bp of loans, GP of",0.635367780629616,1461,363,2187,424
Net profit,0.9999892562395729,41,417,245,478
800,0.9999737775246902,645,423,725,467
(1),0.7379711827326249,872,424,932,472
(2),0.9999896761798278,1164,422,1228,476
S58m taken,0.8542564668501333,1462,422,1704,472
Constant-currency change YoY%:,0.7698213741713229,22,508,714,569
Impact on earnings:,0.9989954578337334,1482,516,1898,568
positive,0.7619655102371247,1962,509,2136,572
-1%,0.9800759291706307,367,587,453,631
+16%,0.9975361227989197,589,587,709,631
+23%,0.6571714064100347,829,587,949,631
+8%,0.9995816902408214,1091,587,1185,631
negative,0.9527077628694438,1964,568,2146,620
45,0.999996628253784,861,667,919,709
53,0.9999993256504904,1105,671,1161,713
61,0.99852693528066,617,709,669,753
70,0.9999957010241584,1349,721,1405,763
22,1.0,1593,741,1651,785
12,0.6369717996923859,1837,737,1895,781
808,1.0,115,861,195,905
800,0.9999698544851251,2071,865,2151,909
1H23 Net,0.9439975057161607,61,1031,253,1075
Net interest,0.9987840544021503,281,1031,523,1075
Fee,0.9999993117448777,599,1031,679,1075
Other,0.8706678659783178,828,1027,952,1075
Expenses,0.9999863022353747,1030,1028,1239,1088
GP,0.9890967434439496,1345,1031,1411,1073
SP,0.9998454088597379,1589,1031,1653,1073
Tax and,0.7776157688506462,1783,1031,1949,1075
1H24 Net,0.7592097826307831,2017,1031,2207,1075
profit,0.9999836965289276,94,1079,220,1135
income,0.999823676006226,321,1081,479,1125
income,0.999720058674246,565,1083,723,1125
income,0.8673143746014125,809,1083,969,1125
others,0.9991958513319394,1797,1081,1935,1125
profit,0.9999944032927834,2049,1079,2174,1135
