raw,conf,x1,y1,x2,y2
(%),0.9995749457214317,48,38,125,92
15.9,0.892321463810486,1079,67,1169,109
16.1,0.9998539686203003,1399,53,1487,97
16.22,0.6556941091412926,1719,45,1809,89
16.22,0.6556941091412926,2039,45,2129,89
15.8,0.987931556123706,759,73,849,117
0.8,0.9999917409427199,1409,111,1477,153
0.9,0.8268242478370667,1729,107,1797,151
0.8,0.6622443795204163,2049,103,2117,147
Tier 2,0.9985388211659658,49,129,171,173
1.1,0.9742093086242676,773,143,833,183
1.1,0.999541773786231,1093,137,1155,177
0.7,0.7272014617919922,1409,161,1477,203
0.6,0.5535600185394287,1729,159,1797,201
0.6,0.9716712832450867,2049,151,2117,195
Additional Tier 1,0.974143975832717,53,195,387,239
0.6,0.9996028873414525,769,197,839,241
0.7,0.8333197236061096,1089,195,1157,237
14.6,0.3923065657627401,1399,507,1491,551
14.7,0.9888918702337622,1717,503,1809,547
14.8,0.8762900191396255,2037,501,2129,545
Common Equity Tier 1,0.7039114305442188,48,520,507,581
14.1,0.9946447655736296,759,525,847,569
14.1,0.9946447655736296,1079,525,1167,569
Jun 23,0.8054844828825735,729,879,875,923
Sep 23,0.9996139286192524,1043,875,1194,931
Dec 23,0.9631325178529745,1381,879,1523,923
Mar 24,0.9461912672975783,1710,876,1856,926
Jun 24,0.8542661702545232,2021,879,2167,923
RWA (SSbn),0.9681047097743769,52,962,302,1018
371,0.9974045753479004,763,963,839,1007
372,0.9996312260627747,1081,963,1161,1007
368,0.6029935803264421,1411,963,1491,1007
378,0.642143604891039,1743,963,1823,1007
386,0.9906057119369507,2055,963,2135,1007
Leverage ratio (%),0.7901421588562667,49,1029,428,1085
6.5,0.9999220210983805,769,1033,837,1075
6.4,0.9999441138907084,1087,1033,1155,1075
6.6,0.9998553301686818,1417,1033,1485,1075
6.5,0.9998927706172486,1749,1033,1817,1075
6.5,0.9998988271780485,2061,1033,2129,1075
