raw,conf,x1,y1,x2,y2
(SSbn),0.9986367747437694,44,44,190,100
579,0.969929039478302,1031,59,1111,103
583,0.9999992429193688,1421,57,1501,101
604,0.824030876159668,1811,39,1891,83
610,0.9999981417113152,2201,35,2281,79
567,0.9999984170133134,641,69,717,113
48,1.0,1043,127,1099,171
48,0.999409982181262,1433,125,1489,167
57,0.9999983141264758,1823,111,1875,153
59,0.9998300717368713,2213,107,2269,149
47,0.9995671688852136,655,141,705,179
Loans,0.9999826735774087,114,198,248,246
228,0.7089766263961792,641,249,721,293
248,0.9988183975219727,1031,247,1111,291
249,0.9999998623489704,1421,245,1501,289
267,0.999999449395897,1811,243,1889,287
273,0.5861884216461052,2201,241,2281,285
Other funding,0.9999434152054254,112,261,408,328
FD and others,0.9947058773438058,114,340,410,388
Casa,0.9999809265136719,112,404,227,457
416,0.6626477241516113,511,411,591,453
420,0.9999990364428464,901,409,981,453
416,0.9999997246979434,1291,409,1371,453
425,0.9999998623489704,1681,407,1761,451
425,0.9999997246979434,2071,407,2151,451
292,0.9999998623489704,641,461,721,505
284,0.9999998623489704,1031,465,1111,509
286,0.9999999311744849,1420,460,1502,508
280,0.9999998623489704,1811,465,1891,509
278,0.7284577018473365,2201,467,2281,511
Jun 23,0.9990331537752473,579,651,723,695
23,0.8615203457508734,1031,651,1087,693
Dec 23,0.9990252212777453,1337,651,1479,693
Mar 24,0.9890555840394828,1707,651,1847,693
Jun 24,0.9688661139653318,2095,649,2239,693
HQLA (SSbn),0.913976854249346,115,713,393,773
149,0.9999968340269625,613,719,691,761
146,0.9999995870469189,975,717,1053,761
148,1.0,1367,719,1447,761
151,0.7070642113685608,1735,719,1811,761
161,0.9999347925186157,2127,717,2203,761
Ratios (%),0.7047513794175045,118,786,334,834
LDR,0.999904952568402,119,855,213,899
80,0.998536431332194,623,855,679,899
79,0.9999998314126102,985,853,1041,897
78,0.9223439772273548,1379,855,1435,897
78,0.9959596609320732,1747,855,1803,897
77,0.9999996628252286,2139,855,2193,897
LCR,0.9999350289962269,119,923,213,967
146,0.9999996558724309,613,925,691,967
138,0.9906712770462036,975,923,1053,967
144,0.9999903440475464,1369,925,1447,967
144,0.9999903440475464,1737,925,1815,967
148,0.9581251740455627,2127,925,2207,967
NSFR,0.9999858736991882,119,991,241,1035
116,0.9999822430381455,613,991,691,1035
117,0.9690948128700256,975,993,1051,1035
118,0.9999756358073091,1369,991,1447,1035
116,0.999981967736744,1737,991,1815,1035
116,0.9999951133900054,2129,991,2207,1035
Sep,0.999957121827059,943,643,1024,707
