raw,conf,x1,y1,x2,y2
(SSm),0.99995543103823,82,68,216,124
"2,535",0.999989390902373,826,72,947,127
"1,271",0.8305006051114217,1944,74,2056,124
"1,264",0.9999908836405307,2182,78,2298,130
37,0.9992625022215958,859,145,911,185
18,0.9999991570631338,1975,143,2029,185
19,0.9997699886717782,2213,147,2267,189
"1,048",0.9999961615340507,1468,210,1584,262
"1,069",0.790592914802464,1706,200,1822,252
"2,007",0.9999913101370989,494,240,610,290
999,0.9999840324975037,1247,243,1327,287
Investment,0.7439035950542068,84,290,318,334
21,0.6329721335715356,1499,279,1549,321
29,0.8682851398926238,1735,269,1791,311
75,0.9999980612455189,525,311,581,351
"1,054",0.9999956284136424,828,308,946,358
31,0.9427359230656777,1263,315,1309,353
536,0.9104562401771545,1961,309,2041,353
518,0.9978245496749878,2199,309,2279,353
banking,0.85472311136435,83,323,260,388
393,0.9999997246979434,1484,400,1566,448
370,0.9179825782775879,1723,387,1803,431
Wealth,0.9999901692574292,85,413,232,463
742,0.9999992429193688,513,433,593,475
377,0.6007174485173729,1249,435,1327,477
management,0.9999511436220512,88,460,357,512
371,0.9996854066848755,847,525,923,567
142,0.9999882308461432,1725,543,1803,585
185,0.9999979352348233,1961,527,2043,571
186,0.9965552687644958,2198,518,2280,566
137,0.9996095299720764,1487,563,1565,605
Loan-related,0.7963231994572622,86,586,350,634
275,0.9999998623489704,513,587,593,629
133,0.9999651743704464,1249,587,1327,631
Cards,0.9999923763784254,83,691,214,742
464,0.9999997246979434,513,697,593,741
614,0.9999966275505067,847,673,927,715
237,0.988074004650116,1249,699,1327,743
269,0.90081387758255,1485,685,1565,729
311,0.6782482862472534,1725,679,1799,723
301,0.9278472065925598,1961,673,2037,717
313,0.6332660398689377,2199,671,2279,715
Transaction,0.999464983317055,84,806,332,854
services,0.9999390127398731,83,846,264,896
451,0.999996283423093,511,837,589,879
459,0.6004649854951658,845,835,927,877
221,0.8010972738265991,1249,837,1325,881
228,1.0,1485,835,1565,879
217,0.575630314119728,1723,839,1803,883
231,0.9999832510948181,1961,835,2037,879
228,1.0,2199,835,2279,879
1H23,0.745300065314089,499,945,609,989
1H24,0.9986006021499634,833,945,943,989
2023,0.9666861891746521,1231,945,1345,989
3023,0.9553158283233643,1467,942,1583,990
4023,0.6710855960845947,1709,945,1819,989
1Q24,0.9608505964279175,1944,942,2058,990
2024,0.8231374025344849,2182,945,2294,989
