raw,conf,x1,y1,x2,y2
(SSm),0.9997277311641115,161,27,295,87
1H24,0.9070690870285034,954,32,1068,82
YoY %,0.9831521559203173,1122,29,1264,80
Total income,0.9998857104505486,165,101,433,145
record,0.9999927486127799,772,86,899,128
"11,039",0.9850742046132163,940,97,1081,152
11,0.9999877774358098,1167,103,1215,143
Commercial book total income up 11% from Sbp,0.8277337251943482,1364,101,2350,156
Commercial book,0.9162407051541323,190,156,556,204
"10,606",0.9999235825950386,941,154,1082,209
11,0.9998044442238018,1167,159,1215,201
NIM expansion; record fees and treasury,0.7962937975458177,1366,153,2197,208
Markets_trading__,0.794247419870564,190,207,516,269
433,1.0,971,215,1051,257
(3),0.9999661379232286,1168,212,1228,260
customer sales,0.9998487823753356,1365,211,1683,255
Expenses,0.6330920924342788,165,271,372,325
"4,251",0.6447007918401897,951,268,1066,321
11,0.9999087954380531,1167,273,1215,315
Markets trading income little changed,0.7678221535481631,1365,274,2141,336
Profit before allowances,0.8320441581716211,166,326,668,374
record,0.9999930892822426,773,316,899,356
"6,788",0.9999925896266746,952,324,1070,378
10,0.7697892530441159,1166,322,1224,378
"Expenses up 11%, with Citi Taiwan accounting",0.8632945406676487,1364,341,2316,405
Allowances,0.9999643002985815,165,383,408,432
283,1.0,971,385,1051,429
21,1.0,1165,385,1217,429
for 5%pt,0.6948919814945391,1362,400,1547,455
record,0.9999635969435621,773,420,900,464
Net profit,0.9189651836025917,165,435,369,497
"5,759",0.9999919498819109,954,442,1068,492
9,1.0,1178,444,1208,484
"SP at 9bp of loans, GP of S73m taken",0.7434671745234676,1364,469,2124,526
Reported net profit,0.9998550849644452,166,499,562,555
record,0.9881840783103444,773,498,898,542
"5,740",0.9999816606469917,954,504,1070,552
10,0.9999974711900259,1167,503,1221,547
Impact on earnings:,0.9530600792880897,1568,566,1984,620
positive,0.7894890753710929,2048,561,2222,624
+6%,0.982683759910139,460,620,556,668
+25%,0.9970422387123108,672,620,794,668
+23%,0.6360533445272121,883,617,1007,668
33%,0.7822572533639679,1127,623,1211,667
+11%,0.9914324879646301,1328,620,1446,668
negative,0.9493236883399087,2049,617,2232,674
"5,260",0.8440121867880123,224,702,340,754
203,0.9999996558724309,901,713,983,757
13,0.45947848048829415,1137,709,1191,753
438,0.6522067442359911,1345,717,1423,761
"5,759",0.9999790483521992,2208,687,2327,740
451,0.8994594812393188,461,743,539,787
417,0.9999955263428388,681,725,761,769
16,0.9999994099441718,1579,727,1633,771
34,0.4668900597462998,1797,729,1855,773
71,0.9999828041291119,2019,733,2071,773
Citi,0.9970727562904358,2359,747,2427,789
Citi,0.6006653602896498,3,771,69,809
(6u),0.4926397785529729,234,774,326,828
(19),0.6762025356292725,2222,750,2310,802
integration,0.7067246035827791,2356,790,2552,838
integration,0.9999148847022403,0,808,198,862
"5,200",0.9999603357679926,219,862,339,917
"5,740",0.9999875249793061,2210,854,2326,904
1H23 Net,0.9980761490892002,191,1015,371,1057
Net,0.9999839636721358,465,1015,539,1057
Fee,0.8063711524009705,679,1017,755,1057
Treasury,0.999985754323173,854,1013,1033,1067
Markets,0.6986259233947314,1085,1015,1243,1059
Expenses,0.6994216603212026,1291,1015,1488,1067
GP,0.9998896046896957,1573,1015,1637,1057
SP,0.9998572937535214,1795,1015,1855,1057
Tax and,0.5060216002745624,1969,1015,2126,1059
1H24 Net,0.9587997929844858,2179,1015,2359,1057
interest,0.9998320389658218,423,1063,579,1107
income,0.9998291755904981,646,1064,795,1108
customer,0.9999721829197248,847,1063,1039,1107
trading,0.9999994593174372,1086,1058,1237,1115
others,0.9995596392930775,1981,1063,2113,1107
profit,0.9999888552456381,2209,1058,2328,1115
income,0.999804446983032,425,1112,575,1154
sales &,0.8395475785728395,867,1113,1017,1155
income,0.9998614920650526,1088,1112,1236,1154
DRC,0.905589185118963,191,1163,360,1221
other income,0.9992198653561103,813,1160,1073,1203
profit,0.9999826079969149,221,1068,337,1105
