raw,conf,x1,y1,x2,y2
"6,631",0.9982250527403872,810,34,922,86
"6,476",0.9999974943349246,1102,48,1221,102
"6,527",0.999993602555785,1398,44,1514,96
"6,550",0.9999223773505626,1691,41,1810,94
(SSm),0.9998294531473567,47,63,181,123
"6,327",0.8652378311812409,512,66,628,118
GP,0.9997443467895277,48,318,121,367
"3,802",0.8682392107013642,512,312,630,364
"3,910",0.9925912528660061,808,285,927,338
"3,896",0.6456871058185301,1102,302,1220,354
"3,927",0.9999976542710154,1398,298,1514,350
"3,981",0.7807323686894542,1692,296,1807,351
Allowance coverage,0.9990016300445524,1919,289,2338,344
comfortably above,0.9994903270616716,1916,339,2307,401
100% and exceeds,0.9513127075301958,1920,402,2304,450
200% after considering,0.9745882234067287,1917,452,2395,515
collateral,0.787663514782442,1919,516,2115,560
SP,0.9997041419438513,50,646,114,694
"2,525",0.9999981873912962,512,644,630,694
"2,721",0.8177394494362432,808,634,922,686
"2,580",0.730186829538512,1102,640,1220,692
"2,600",0.9999249896628298,1398,638,1516,690
"2,569",0.6423643286306415,1691,639,1810,692
Jun 23,0.9659021966155875,497,831,641,875
Sep 23,0.9974543784370495,789,828,940,883
Dec 23,0.9597228364557562,1093,831,1235,875
Mar 24,0.47770405203882654,1388,828,1532,878
Jun 24,0.8527967332612353,1683,831,1827,875
Totalallowance reserves as % of:,0.8868770912554602,94,900,784,952
NPA,0.9999665508744591,99,975,189,1017
127,0.9999997246979434,531,973,607,1017
125,0.9999995182214076,827,973,907,1017
128,0.9996742010116577,1123,973,1203,1017
125,0.9999988299663297,1421,973,1499,1017
129,0.5754693893598996,1715,973,1793,1017
Unsecured NPA,0.9979769223372397,99,1053,421,1097
224,0.9999998623489704,529,1053,609,1097
216,0.9999998623489704,825,1053,905,1097
226,0.9999988987918347,1123,1053,1203,1097
223,0.9999997246979434,1419,1053,1499,1097
227,1.0,1715,1053,1793,1097
