raw,conf,x1,y1,x2,y2
Total income,0.9999324460862447,87,69,358,119
"2,476",0.9999915233853749,533,74,654,129
"1,263",0.9999856057437227,1186,47,1307,104
"1,274",0.9993411461865488,1440,46,1558,98
"1,244",0.6666584197659212,1688,56,1809,113
"1,199",0.9999700210339872,1940,77,2060,134
"1,204",0.9999675862328748,2194,80,2312,130
"2,402",0.9999963747822046,828,94,946,144
(SSm),0.9996577832634231,85,119,219,179
Cash / SFS,0.8553762526352193,88,352,320,400
Trade,0.9999972810867989,88,630,210,674
1H23,0.9994337558746338,541,719,649,763
1H24,0.9989180564880371,835,719,945,763
2023,0.9641197323799133,1190,718,1302,762
3023,0.7350339875974115,1440,718,1556,766
4023,0.3865162636894245,1693,719,1805,763
1Q24,0.9535810376330376,1945,718,2057,762
2Q24,0.5076722502708435,2195,719,2307,763
(SSbn),0.9988864085747086,88,782,232,838
Trade assets,0.8353200623774389,87,872,356,922
47,1.0,567,883,617,921
47,1.0,855,881,907,921
47,0.717095572255878,1215,885,1270,928
45,0.9999974711900259,1473,885,1531,927
44,0.9999992413568111,1721,885,1777,925
46,1.0,1975,885,2031,927
47,1.0,2221,885,2275,927
Deposits,0.999988831059309,90,948,278,1002
187,0.9814801812171936,553,949,629,993
192,0.999995182215476,843,949,923,993
187,0.999999449395897,1205,953,1281,997
183,0.9902858734130859,1463,953,1541,997
190,0.8422539830207825,1709,953,1787,997
191,0.999996542930603,1963,953,2037,997
192,0.9999995870469189,2210,950,2290,998
