raw,conf,x1,y1,x2,y2
Total income,0.9999375099141609,88,58,356,106
"2,620",0.9290075793024625,832,62,950,112
"1,325",0.6944902919602187,1942,62,2060,112
"1,295",0.9999951486052463,2194,76,2312,126
(SSm),0.8318624562908611,85,105,219,165
"2,157",0.9687324368607875,538,168,652,220
"1,083",0.5807260752360586,1186,170,1302,222
"1,145",0.9999767026174136,1437,141,1554,194
"1,123",0.9999777688605784,1690,154,1806,204
Net interest,0.9681730621135547,89,351,331,395
income,0.9958107946247693,87,403,245,445
Non-interest,0.9254890997607139,88,578,348,622
income,0.9999166326673964,85,629,246,677
1H23,0.9975377321243286,541,733,651,777
1H24,0.9960876703262329,837,733,947,777
2023,0.533551616382952,1186,732,1300,780
3023,0.9926894903182983,1438,732,1552,780
4023,0.4040941982908067,1690,732,1804,780
1Q24,0.8045809864997864,1942,732,2058,780
2024,0.924873411655426,2194,732,2310,780
(SSbn),0.9986734320720096,86,804,232,860
AUM,0.9999796276752401,91,909,191,953
320,0.9999935304043551,557,909,635,953
396,0.999999380570387,851,909,931,953
320,0.9999986923153217,1197,909,1277,953
353,0.9252423644065857,1451,909,1531,953
365,0.9938772916793823,1705,909,1785,953
382,0.9999996558724309,1959,909,2037,953
396,0.9999988987918347,2210,906,2292,954
Earning assets,0.9996712529115318,85,968,401,1030
371,0.9999986234898187,555,977,633,1021
447,0.9999996558724309,851,979,927,1019
371,0.9999987611408254,1197,977,1273,1021
405,0.9999988987918347,1451,977,1531,1021
415,0.9999979352348233,1705,977,1785,1021
433,0.5629630472897209,1959,977,2037,1021
447,0.9999997246979434,2211,979,2289,1019
