raw,conf,x1,y1,x2,y2
(SSbn),0.9986440770245115,58,30,204,86
439,0.8219360113143921,411,101,491,145
+12,0.6771400792863721,841,125,921,167
Others,0.9999814091714911,61,149,208,198
+7,0.9921098273293703,1240,200,1286,232
CBG / WM,0.7536335226293109,63,275,275,319
133,0.9588192133343266,413,275,491,319
+5,0.9766000616237475,1437,479,1493,517
+11,0.9998072222209795,845,535,917,575
+8,0.9641588066820589,1237,575,1293,617
Other,0.9925337069203722,60,602,184,650
260,0.9999984170133134,411,629,491,673
IBG,0.9998718479904842,59,653,143,697
+3,0.9999789266407801,1439,711,1493,751
+0,0.9999847428749291,1439,841,1493,881
Trade,0.9999968012784963,61,899,183,943
42,0.9999993256504904,423,901,479,943
As at Jun 25,0.8982786618678335,325,981,581,1025
1H25,0.9947414398193359,827,973,937,1015
1Q25,0.6015507310895971,1208,970,1322,1018
2025,0.8943983316421509,1406,970,1522,1018
