raw,conf,x1,y1,x2,y2
Net interest margin (%),0.7193666686766269,68,47,546,102
2.83,0.899635359766067,1236,104,1330,152
2.83,0.3530646601822649,1457,105,1549,149
2.77,0.9166165817946518,1675,119,1767,161
2.80,0.999993085861206,599,129,693,173
2.68,0.5934425628051057,1895,137,1987,181
Commercial book,0.9997241116467878,67,161,435,209
2.61,0.9999890327453613,859,161,947,203
2.55,0.9999768733978271,2115,163,2207,207
Group,0.9112388501101949,66,282,205,339
2.14,0.9998488426208496,601,335,693,379
2.08,0.9986429214477539,858,340,952,388
2.14,0.5876802803047669,1237,351,1329,393
2.11,0.9999477863311768,1459,357,1543,399
2.15,0.9999806880950928,1677,349,1769,391
2.12,0.6280791936955237,1895,353,1987,397
2.05,0.957707033257016,2114,366,2208,414
Net interest,0.8924772566270682,68,427,312,478
income (SSm),0.9441923526363727,66,475,355,531
"7,099",0.9999962148460897,624,448,740,500
"7,329",0.6946166686673163,862,449,983,506
"3,594",0.9999918965698451,1226,488,1345,543
"3,597",0.9810330749458664,1447,488,1565,543
"3,728",0.8552265872755217,1670,472,1788,524
"3,681",0.9999986671995202,1894,476,2006,528
"3,648",0.9999960015979317,2112,474,2233,529
23,1.0,2145,543,2201,587
Commercial book,0.83506230146886,65,735,435,784
"7,416",0.9999939757401635,622,737,743,791
"7,344",0.29604505961345395,864,742,982,792
"3,769",0.9704632255483427,1226,744,1344,796
"3,796",0.9993744392132693,1445,736,1569,797
"3,831",0.9999941356763207,1670,740,1784,792
"3,719",0.9999973877108624,1892,745,2011,798
"3,625",0.999987045170451,2114,752,2232,804
Markets trading,0.7398861452491932,66,981,397,1046
317,0.9981019496917725,649,995,727,1039
-15,0.9852502745367326,889,987,959,1029
-175,0.6860644221305847,1237,975,1333,1017
-199,0.9647089771378058,1459,975,1553,1019
-103,0.6910643284216562,1681,971,1775,1015
338,0.7521159052848816,1919,969,1985,1011
1H24,0.9991111159324646,629,1061,739,1105
1H25,0.9887185186312241,869,1061,979,1105
2024,0.911314070224762,1228,1062,1342,1106
3024,0.9873799681663513,1450,1060,1564,1110
4Q24,0.9123300313949585,1673,1063,1785,1107
1Q25,0.993731677532196,1895,1062,2007,1106
2025,0.5397840142250061,2116,1062,2228,1106
DBS,0.9990225352304304,92,1082,256,1162
