raw,conf,x1,y1,x2,y2
(SSm),0.9998260944221287,28,34,160,90
"2,126",0.9998889503449384,828,38,946,92
"1,055",0.7800025760357975,1896,14,2017,71
"1,072",0.7786599855159211,2138,10,2254,62
924,0.9999995870469189,1437,85,1519,129
"1,609",0.9999831000743902,508,158,627,215
751,0.9997059106826782,1199,171,1275,215
704,0.8999369740486145,1677,195,1757,239
692,0.861970841884613,1916,236,1998,284
653,0.9999983481878129,2155,221,2235,265
"1,345",0.5539047045395917,830,246,946,298
CBG and IBG,0.9753664361203542,30,296,308,344
593,0.9198703169822693,1437,279,1517,323
treasury,0.9999972183063958,26,346,209,402
"1,176",0.9288679468623745,509,346,628,401
563,0.9999997246979434,1199,359,1279,403
545,0.5525449514389038,1677,379,1757,423
customer income,0.999820200598603,31,401,391,445
Markets trading,0.9949042108651598,31,505,360,570
781,0.9999990364428464,847,501,925,545
331,0.8671618207325794,1437,511,1513,555
363,0.9999986923153217,1917,503,1997,547
418,0.7400541305541992,2155,489,2235,533
433,1.0,527,543,607,585
187,0.5641261550636417,1199,547,1277,589
158,0.9999369978904724,1677,555,1757,597
income,0.9997292086344409,31,567,187,609
1H24,0.9472095370292664,514,632,624,676
1H25,0.9519106917982764,833,632,943,676
2024,0.9198523163795471,1180,632,1296,680
3024,0.9545220136642456,1420,632,1536,680
4Q24,0.722862263336569,1660,632,1774,680
1Q25,0.9341304302215576,1900,632,2014,680
2025,0.8669573068618774,2138,632,2254,680
YoY (%,0.9487260305133945,40,666,196,714
CBG and IBG,0.9991133724297945,42,762,320,810
treasury,0.9999933407887511,36,813,219,868
20,0.9999996628252286,535,813,591,857
14,0.9999996628252286,865,815,921,855
18,0.9999998314126102,1209,813,1263,857
20,1.0,1455,813,1511,857
21,1.0,1689,813,1741,855
13,0.9999994099441718,1933,815,1989,855
16,0.9997397752628464,2159,813,2215,857
customer income,0.7685828003837224,41,869,403,913
Markets trading,0.999919739124906,42,951,371,1016
(3),0.6232678087111616,538,986,600,1034
80,0.9999946052076528,865,987,921,1029
99,0.9998691786886823,1455,987,1511,1029
40,0.9999994942378553,1691,987,1745,1029
48,0.9991902429231203,1933,987,1989,1029
124,0.9999903440475464,2147,985,2227,1029
income,0.9996927060214339,41,1011,199,1055
