raw,conf,x1,y1,x2,y2
(SSbn),0.9989529525116068,60,56,206,112
574,0.9999985546643163,419,61,499,105
+18,0.999949964018008,1229,141,1309,185
+29,0.9999816924353525,843,211,923,255
FD and,0.9846266044733452,65,273,215,317
+5,0.9999812868505445,1243,285,1299,325
273,1.0,417,295,499,339
others,0.8773118313577096,61,325,201,369
+13,0.606950044631958,840,376,927,427
+11,0.9995860948282037,1429,409,1505,451
+4,0.9999747119845447,1243,457,1297,497
FCY Casa,0.9131155491819473,62,572,271,626
121,0.9999971093289124,419,567,495,611
+5,0.9999581062896108,857,569,913,609
+9,0.9999099755184897,1439,623,1497,667
+11,0.99951975100615,847,733,919,773
+9,0.999910565558861,1241,715,1297,757
SGD Casa,0.9053925482667721,62,772,278,820
180,0.9999943563098699,419,775,497,817
+1,0.9998298995570304,1443,821,1493,859
+2,0.9999093011867617,1441,873,1497,911
As at Jun 25,0.9932020212006945,331,941,589,985
1H25,0.9742372035980225,829,933,939,977
1Q25,0.9005124568939209,1214,938,1328,986
2025,0.6487027406692505,1412,938,1526,986
