raw,conf,x1,y1,x2,y2
1H25,0.9600316286087036,888,30,1002,82
YoY %,0.9978135360227794,1086,30,1224,78
Total income,0.9998670146891663,156,88,424,136
record,0.9999903639258098,709,79,833,119
"11,637",0.8189691874990561,876,90,1012,140
5,0.9999949932161059,1142,96,1170,132
Commercial book,0.9993569273325472,179,149,548,198
"10,856",0.9999695414018481,875,149,1014,203
2,1.0,1140,156,1170,194
Commercial book total income up 2% as record,0.8511764288196886,1355,141,2331,196
Markets trading,0.8614100881046058,181,201,508,262
781,0.8818430304527283,905,211,981,255
80,0.9999988198884456,1127,211,1181,255
fees and treasury customer sales offset decline,0.8710559759526705,1354,196,2330,250
in net interest income,0.992456251138205,1356,251,1808,299
Expenses,0.9999957010176243,154,268,363,328
"4,484",0.5768339981212511,884,268,1005,323
5,0.9999849796859195,1142,276,1172,318
Profit before allowances,0.7522541104369036,155,327,658,377
record,0.9999878332361988,708,318,833,360
"7,153",0.9999709449020041,886,332,1002,382
5,0.9999954700521272,1142,332,1174,376
Markets trading income rises 80%,0.7384178630937561,1357,316,2055,376
Allowances,0.9998375547210689,157,389,398,438
458,0.5331619381904602,905,393,985,435
62,0.9999969654282558,1126,388,1186,444
Expenses up,0.9997712736630057,1356,388,1629,448
cost-income ratio stable at 39%,0.737447877943794,1713,388,2365,438
Profit before tax,0.5849291027203217,156,446,494,494
record,0.9999759097753955,709,445,833,485
"6,825",0.9861277207228093,886,450,1004,500
3,0.9999988079074598,1139,451,1175,499
SP at,0.9924319177770928,1356,458,1474,506
GP of S188m taken,0.7774942039596386,1598,458,1988,508
Net profit,0.9540941258133558,156,507,358,563
"5,721",0.7595594627148926,886,510,1000,562
(1),0.6958952880873145,1130,510,1188,560
Impact on earnings:,0.9033193082731267,1562,580,1976,632
positive,0.9985577627150118,2041,574,2214,636
-1%,0.9764389729257503,457,635,541,679
+17%,0.9985010623931885,664,634,784,676
3%,0.9797609088458015,895,635,979,679
+80%,0.9444973468780518,1099,629,1221,680
+5%,0.9965432140860161,1331,635,1427,679
negative,0.8221908812697096,2044,632,2226,684
"5,759",0.999975583061946,218,683,333,736
72,0.9999974711900259,465,747,521,789
351,0.9999867166873452,673,741,751,785
29,0.971605158527565,907,733,961,777
348,0.9999997246979434,1115,727,1195,771
233,0.4517503460351619,1337,725,1415,769
115,0.9988864862540255,1559,733,1637,777
60,0.9993297623268242,1789,737,1845,779
228,0.65961754322052,1999,741,2079,785
One-time,0.7705745715679885,0,755,177,799
(19),0.744744598865509,226,764,316,816
items,0.9993494084961301,29,803,143,847
"5,740",0.9061268459015859,214,868,330,918
"5,721",0.8440156752670013,2202,866,2314,918
1H24 Net,0.8371763587565823,183,1027,363,1069
Net,0.999982931291694,457,1027,531,1069
Fee,0.9999897480010986,671,1029,747,1069
Treasury,0.9999752440509884,846,1024,1025,1079
Markets,0.9999988285209945,1077,1027,1235,1069
Expenses,0.9999446861247352,1283,1027,1480,1079
GP,0.9999134180037945,1565,1027,1629,1069
SP,0.9998700215934566,1787,1027,1847,1069
Tax and,0.6752028391134575,1961,1027,2118,1071
1H25 Net,0.9600460503541345,2171,1027,2351,1069
profit,0.9999944032927834,211,1071,332,1127
interest,0.9998341464539563,415,1075,571,1119
income,0.9998719553103617,639,1077,787,1117
customer,0.9999744588746958,839,1075,1031,1119
trading,1.0,1076,1067,1231,1128
others,0.9997395266520822,1973,1077,2103,1119
profit,0.6911701329133744,2201,1071,2320,1127
income,0.9999093811443039,417,1124,567,1164
sales &,0.8586420085877051,859,1123,1007,1167
income,0.9996906131958755,1081,1125,1229,1167
other income,0.9995646864455539,805,1173,1065,1215
DBS,0.9989544072081258,186,1176,350,1256
Commercial book,0.9994941266351501,571,1247,915,1291
"5%,",0.9665150350828727,1633,383,1710,444
"12bp,",0.9516393546250053,1477,452,1590,518
