raw,conf,x1,y1,x2,y2
Impact on earnings:,0.6843994591245959,1398,8,1814,60
positive,0.8644556157053023,1877,1,2052,64
3%,0.9915070539102067,294,60,380,108
-8%,0.9696367136197852,519,61,605,105
55%,0.8186481583746748,733,59,819,108
+15%,0.9957475662231445,936,60,1056,108
+3%,0.9975692036703286,1168,60,1264,108
negative,0.7762056936484607,1879,57,2062,114
94,0.9999981455391691,299,153,361,197
108,0.9999988987918347,511,161,591,205
26,0.9999988198884456,743,167,799,211
55,0.9999774936570763,965,167,1023,211
56,0.9999982298328214,1185,167,1241,211
222,0.9999997246979434,1393,159,1475,203
30,0.9999993256504904,1627,149,1683,193
36,0.9999981455391691,1847,153,1903,195
"2,897",0.7954911924547505,50,280,166,332
"2,824",0.9999883779727591,2038,284,2156,336
1Q25 net,0.6477075338912212,19,455,200,499
Net,0.9999891255764863,295,457,367,497
Fee,0.9999991052683532,507,457,583,497
Treasury,0.9999854592934746,682,453,863,506
Markets,0.9999985581796227,913,453,1072,501
Expenses,0.7848571387301166,1119,455,1316,507
GP,0.935436005245002,1401,455,1465,497
SP,0.9998378227789576,1623,455,1685,497
Tax and,0.9975742833243475,1797,454,1954,499
2025 net,0.9791399933264514,2007,455,2187,499
profit,0.9999828205198356,49,498,169,555
interest,0.831281692357689,251,505,407,547
income,0.9999021349184533,474,504,625,548
customer,0.9999578527835841,677,503,867,547
trading,0.99999891863478,914,498,1067,555
others,0.9998343831551793,1811,505,1941,547
profit,0.999993721954033,2038,500,2156,555
income,0.9995134008365613,255,553,403,595
sales &,0.9312968014938106,695,553,845,595
income,0.960607072832264,917,551,1067,595
ADDc,0.08276953548192978,0,603,184,646
other income,0.718101776207167,643,599,901,643
